,Year,County,Morphine_equ,State,FIPS,Deaths,Year_Changed,Population,Deaths_PC,Morphine_Equivalents_PC
792,2007.0,RUTHERFORD,24184.196390000736,NC,,15.0,,63103.0,0.0002377066066589544,0.38324955057605403
793,2007.0,SAMPSON,15085.715343800215,NC,,0.0,,63094.0,0.0,0.23909904814721233
794,2007.0,SCOTLAND,24038.780404000423,NC,,0.0,,36427.0,0.0,0.6599165565102925
795,2007.0,STANLY,20594.618297000437,NC,,11.0,,,,
796,2007.0,STOKES,13575.616169862644,NC,,0.0,,,,
797,2007.0,SURRY,53136.15941431443,NC,,0.0,,72126.0,0.0,0.7367129663965065
798,2007.0,SWAIN,8758.270473000064,NC,,0.0,,13345.0,0.0,0.6562960264518595
783,2007.0,PERQUIMANS,2393.0358645000065,NC,,0.0,,12446.0,0.0,0.19227349063956342
782,2007.0,PENDER,8622.0697522126,NC,,0.0,,49719.0,0.0,0.17341599292448762
781,2007.0,PASQUOTANK,10405.45940017509,NC,,0.0,,40821.0,0.0,0.25490456873117
780,2007.0,PAMLICO,3023.213193224992,NC,,0.0,,12426.0,0.0,0.24329737592346629
764,2007.0,LEE,25581.482543500595,NC,,0.0,,57836.0,0.0,0.44231071553185897
765,2007.0,LENOIR,23282.681003337973,NC,,0.0,,56657.0,0.0,0.41094094292563976
766,2007.0,LINCOLN,20498.319630225782,NC,,0.0,,72838.0,0.0,0.2814234277468599
767,2007.0,MACON,14627.358397950302,NC,,0.0,,32685.0,0.0,0.4475251154336944
768,2007.0,MADISON,6197.015455500028,NC,,0.0,,20242.0,0.0,0.30614640131904103
769,2007.0,MARTIN,6925.7986020000635,NC,,0.0,,23629.0,0.0,0.2931058699902689
770,2007.0,MCDOWELL,16606.638921862635,NC,,13.0,,43593.0,0.00029821301585116877,0.3809473750800045
799,2007.0,TRANSYLVANIA,14213.50616422528,NC,,0.0,,29958.0,0.0,0.47444776567946056
771,2007.0,MECKLENBURG,129599.32110176905,NC,,50.0,,865573.0,5.776520293493443e-05,0.1497266216734684
773,2007.0,MONTGOMERY,9373.913144500162,NC,,0.0,,27464.0,0.0,0.3413163830651093
774,2007.0,MOORE,38164.860548613884,NC,,0.0,,84703.0,0.0,0.4505727134648582
775,2007.0,NASH,25132.089007000934,NC,,0.0,,93178.0,0.0,0.26972127548349323
776,2007.0,NEW HANOVER,64771.38883519153,NC,,20.0,,190074.0,0.00010522217662594568,0.3407693258162165
777,2007.0,NORTHAMPTON,1546.1429175000012,NC,,0.0,,20697.0,0.0,0.07470372119147708
778,2007.0,ONSLOW,35140.277778564334,NC,,15.0,,163613.0,9.167975649856674e-05,0.21477680733538493
779,2007.0,ORANGE,23521.858573500776,NC,,10.0,,124729.0,8.017381683489805e-05,0.18858371808882277
772,2007.0,MITCHELL,10770.21339408772,NC,,0.0,,15693.0,0.0,0.6863068498112356
800,2007.0,TYRRELL,579.8015624999998,NC,,0.0,,4159.0,0.0,0.13940888735272897
801,2007.0,UNION,32248.42078508948,NC,,0.0,,184479.0,0.0,0.17480808539231826
802,2007.0,VANCE,30704.58835650053,NC,,0.0,,42950.0,0.0,0.714891463480804
13598,2007.0,CARIBOU,0.0,ID,,0.0,Control,6859.0,0.0,0.0
13597,2007.0,CANYON,0.0,ID,,0.0,Control,178795.0,0.0,0.0
13596,2007.0,CAMAS,0.0,ID,,0.0,Control,1086.0,0.0,0.0
13595,2007.0,BUTTE,0.0,ID,,0.0,Control,2780.0,0.0,0.0
13594,2007.0,BOUNDARY,0.0,ID,,0.0,Control,10856.0,0.0,0.0
13593,2007.0,BONNEVILLE,0.0,ID,,0.0,Control,96444.0,0.0,0.0
13592,2007.0,BONNER,0.0,ID,,0.0,Control,41171.0,0.0,0.0
13599,2007.0,CASSIA,0.0,ID,,0.0,Control,20959.0,0.0,0.0
13591,2007.0,BOISE,0.0,ID,,0.0,Control,7605.0,0.0,0.0
13589,2007.0,BINGHAM,0.0,ID,,0.0,Control,43459.0,0.0,0.0
13588,2007.0,BENEWAH,0.0,ID,,0.0,Control,9283.0,0.0,0.0
13587,2007.0,BEAR LAKE,0.0,ID,,0.0,Control,5856.0,0.0,0.0
13586,2007.0,BANNOCK,0.0,ID,,0.0,Control,80204.0,0.0,0.0
13585,2007.0,ADAMS,0.0,ID,,0.0,Control,3548.0,0.0,0.0
13317,2007.0,YAMHILL,0.0,OR,,0.0,Control,96167.0,0.0,0.0
13316,2007.0,WHEELER,0.0,OR,,0.0,Control,1396.0,0.0,0.0
13590,2007.0,BLAINE,0.0,ID,,0.0,Control,21691.0,0.0,0.0
763,2007.0,JONES,1548.1311413625033,NC,,0.0,,10031.0,0.0,0.15433467663867045
13600,2007.0,CLARK,0.0,ID,,0.0,Control,935.0,0.0,0.0
13602,2007.0,CUSTER,0.0,ID,,0.0,Control,4108.0,0.0,0.0
803,2007.0,WAKE,154366.1130860722,NC,,57.0,,831746.0,6.853053696681439e-05,0.1855928529696232
804,2007.0,WARREN,1629.069717500009,NC,,0.0,,19514.0,0.0,0.08348210092753966
805,2007.0,WASHINGTON,2111.3849699999987,NC,,0.0,,12873.0,0.0,0.16401654392915394
806,2007.0,WATAUGA,13773.442074337827,NC,,0.0,,44584.0,0.0,0.30893239893992974
807,2007.0,WAYNE,25703.725530500942,NC,,10.0,,113300.0,8.8261253309797e-05,0.226864303005304
808,2007.0,WILKES,47111.10278945072,NC,,18.0,,66662.0,0.0002700189013230926,0.7067160119625981
809,2007.0,WILSON,23553.86683881312,NC,,0.0,,76622.0,0.0,0.30740344599218394
13601,2007.0,CLEARWATER,0.0,ID,,0.0,Control,8228.0,0.0,0.0
810,2007.0,YADKIN,11081.744351362588,NC,,0.0,,37489.0,0.0,0.295599892004657
13609,2007.0,JEFFERSON,0.0,ID,,0.0,Control,22766.0,0.0,0.0
13608,2007.0,IDAHO,0.0,ID,,0.0,Control,15268.0,0.0,0.0
13607,2007.0,GOODING,0.0,ID,,0.0,Control,14328.0,0.0,0.0
13606,2007.0,GEM,0.0,ID,,0.0,Control,16472.0,0.0,0.0
13605,2007.0,FREMONT,0.0,ID,,0.0,Control,12596.0,0.0,0.0
13604,2007.0,FRANKLIN,0.0,ID,,0.0,Control,12182.0,0.0,0.0
13603,2007.0,ELMORE,0.0,ID,,0.0,Control,28996.0,0.0,0.0
811,2007.0,YANCEY,13127.908453225094,NC,,0.0,,18399.0,0.0,0.7135120633308927
13314,2007.0,WALLOWA,0.0,OR,,0.0,Control,6822.0,0.0,0.0
762,2007.0,JOHNSTON,33367.878471814234,NC,,0.0,,156916.0,0.0,0.21264803125120596
760,2007.0,IREDELL,76795.87549736699,NC,,22.0,,151442.0,0.00014527013642186447,0.5070976050063192
13618,2007.0,NEZ PERCE,0.0,ID,,0.0,Control,38768.0,0.0,0.0
13617,2007.0,MINIDOKA,0.0,ID,,0.0,Control,18675.0,0.0,0.0
13616,2007.0,MADISON,0.0,ID,,0.0,Control,37160.0,0.0,0.0
13615,2007.0,LINCOLN,0.0,ID,,0.0,Control,4548.0,0.0,0.0
13614,2007.0,LEWIS,0.0,ID,,0.0,Control,3620.0,0.0,0.0
13613,2007.0,LEMHI,0.0,ID,,0.0,Control,7781.0,0.0,0.0
13612,2007.0,LATAH,0.0,ID,,0.0,Control,37295.0,0.0,0.0
13611,2007.0,KOOTENAI,0.0,ID,,0.0,Control,133922.0,0.0,0.0
13610,2007.0,JEROME,0.0,ID,,0.0,Control,20011.0,0.0,0.0
714,2007.0,ALAMANCE,44318.1651518646,NC,,11.0,,144824.0,7.595426172457604e-05,0.30601395591797353
715,2007.0,ALEXANDER,12683.65742750018,NC,,0.0,,36389.0,0.0,0.3485574604276067
716,2007.0,ALLEGHANY,2905.4256149999997,NC,,0.0,,10963.0,0.0,0.26502103575663594
717,2007.0,ANSON,5006.990127000065,NC,,0.0,,25194.0,0.0,0.19873740283401067
718,2007.0,ASHE,8108.455151500166,NC,,0.0,,25485.0,0.0,0.3181657897390687
719,2007.0,AVERY,8965.566155862545,NC,,0.0,,17831.0,0.0,0.5028078153700042
13619,2007.0,ONEIDA,0.0,ID,,0.0,Control,4132.0,0.0,0.0
13620,2007.0,OWYHEE,0.0,ID,,0.0,Control,10947.0,0.0,0.0
13621,2007.0,PAYETTE,0.0,ID,,0.0,Control,22750.0,0.0,0.0
13622,2007.0,POWER,0.0,ID,,0.0,Control,7676.0,0.0,0.0
10417,2007.0,MCKINLEY,0.0,NM,,0.0,Control,69899.0,0.0,0.0
10418,2007.0,MORA,0.0,NM,,0.0,Control,5044.0,0.0,0.0
10419,2007.0,OTERO,0.0,NM,,0.0,Control,63306.0,0.0,0.0
10420,2007.0,QUAY,0.0,NM,,0.0,Control,8984.0,0.0,0.0
10421,2007.0,ROOSEVELT,0.0,NM,,0.0,Control,19044.0,0.0,0.0
10422,2007.0,SAN MIGUEL,0.0,NM,,0.0,Control,28506.0,0.0,0.0
10423,2007.0,SIERRA,0.0,NM,,0.0,Control,12478.0,0.0,0.0
720,2007.0,BEAUFORT,14180.216354225231,NC,,0.0,,45853.0,0.0,0.30925384062602734
10424,2007.0,SOCORRO,0.0,NM,,0.0,Control,18150.0,0.0,0.0
10426,2007.0,TORRANCE,0.0,NM,,0.0,Control,16577.0,0.0,0.0
10427,2007.0,UNION,0.0,NM,,0.0,Control,3718.0,0.0,0.0
13627,2007.0,WASHINGTON,0.0,ID,,0.0,Control,9974.0,0.0,0.0
13626,2007.0,VALLEY,0.0,ID,,0.0,Control,8922.0,0.0,0.0
13625,2007.0,TWIN FALLS,0.0,ID,,0.0,Control,72906.0,0.0,0.0
13624,2007.0,TETON,0.0,ID,,0.0,Control,8418.0,0.0,0.0
13623,2007.0,SHOSHONE,0.0,ID,,0.0,Control,12798.0,0.0,0.0
10425,2007.0,TAOS,0.0,NM,,0.0,Control,31614.0,0.0,0.0
721,2007.0,BERTIE,4090.251112500004,NC,,0.0,,19461.0,0.0,0.2101768209495917
722,2007.0,BLADEN,17050.318730812764,NC,,0.0,,32320.0,0.0,0.5275469904335632
1495,2007.0,DAWSON,9980.61126872512,GA,13085.0,0.0,Control,21602.0,0.0,0.4620225566486955
744,2007.0,DURHAM,71806.37645634082,NC,,22.0,,255800.0,8.600469116497264e-05,0.2807129650365161
745,2007.0,EDGECOMBE,8835.813563025122,NC,,0.0,,52341.0,0.0,0.16881247135181066
746,2007.0,FORSYTH,94578.68103114693,NC,,28.0,,347960.0,8.04690194275204e-05,0.2718090614758792
747,2007.0,FRANKLIN,11774.7649810002,NC,,0.0,,57209.0,0.0,0.20582015034348092
748,2007.0,GASTON,105596.08286566008,NC,,39.0,,202364.0,0.00019272202565673736,0.521812589520172
749,2007.0,GATES,932.9728613625019,NC,,0.0,,11737.0,0.0,0.0794898919112637
750,2007.0,GRAHAM,4778.319020812503,NC,,0.0,,7915.0,0.0,0.603704235099495
743,2007.0,DUPLIN,10916.227326000191,NC,,0.0,,52371.0,0.0,0.2084403071547267
751,2007.0,GRANVILLE,19256.94618450036,NC,,0.0,,56256.0,0.0,0.3423091969656634
753,2007.0,GUILFORD,128796.86637628775,NC,,41.0,,464924.0,8.818645628102658e-05,0.27702778599574934
754,2007.0,HALIFAX,10888.520415712705,NC,,0.0,,55178.0,0.0,0.1973344524214851
755,2007.0,HARNETT,25314.720390401177,NC,,0.0,,108606.0,0.0,0.2330876783087599
756,2007.0,HAYWOOD,27506.14666492605,NC,,0.0,,56671.0,0.0,0.4853654720214228
757,2007.0,HENDERSON,51006.4055145034,NC,,10.0,,100636.0,9.936801939663739e-05,0.5068405492517926
758,2007.0,HERTFORD,8344.690197862661,NC,,0.0,,23278.0,0.0,0.35847968888489823
759,2007.0,HOKE,6986.157933500067,NC,,0.0,,42293.0,0.0,0.16518473349017726
752,2007.0,GREENE,1988.2917375000027,NC,,0.0,,20676.0,0.0,0.09616423570806745
761,2007.0,JACKSON,13373.16948707517,NC,,0.0,,36447.0,0.0,0.3669209945146424
742,2007.0,DAVIE,16539.66055350024,NC,,0.0,,40517.0,0.0,0.408215330688359
740,2007.0,DARE,14695.071045450206,NC,,0.0,,34019.0,0.0,0.43196657883683254
724,2007.0,BUNCOMBE,94950.07917076981,NC,,27.0,,226823.0,0.00011903554754147507,0.41860869122959227
725,2007.0,BURKE,49417.93429017731,NC,,25.0,,88827.0,0.0002814459567473854,0.556339111871135
726,2007.0,CABARRUS,59436.342109416175,NC,,17.0,,162740.0,0.00010446110360083569,0.3652226994556727
727,2007.0,CALDWELL,39555.14258540145,NC,,10.0,,79357.0,0.00012601282810590118,0.4984455383318605
728,2007.0,CARTERET,30232.36809987607,NC,,0.0,,63334.0,0.0,0.4773481558069294
729,2007.0,CASWELL,3214.189252499998,NC,,0.0,,23233.0,0.0,0.1383458551413936
730,2007.0,CATAWBA,65558.98990411687,NC,,29.0,,155532.0,0.00018645680631638504,0.4215144787189573
741,2007.0,DAVIDSON,51607.44926654042,NC,,19.0,,156042.0,0.00012176208969380039,0.33072794034003933
731,2007.0,CHATHAM,9681.190934862603,NC,,0.0,,61391.0,0.0,0.15769723469014355
733,2007.0,CHOWAN,2136.9019583624995,NC,,0.0,,14738.0,0.0,0.14499266917916268
734,2007.0,CLAY,4024.966775000009,NC,,0.0,,10154.0,0.0,0.39639223704943954
735,2007.0,CLEVELAND,35370.56302516399,NC,,10.0,,98307.0,0.00010172215610282076,0.35979699334903914
736,2007.0,COLUMBUS,53923.35454443895,NC,,0.0,,54007.0,0.0,0.9984512108511666
737,2007.0,CRAVEN,43168.82710902724,NC,,0.0,,96571.0,0.0,0.4470164656990943
738,2007.0,CUMBERLAND,77533.35997700298,NC,,20.0,,308724.0,6.478278332750288e-05,0.2511413430021734
739,2007.0,CURRITUCK,2846.827959300006,NC,,0.0,,23869.0,0.0,0.11926884072646554
732,2007.0,CHEROKEE,17427.412940675404,NC,,0.0,,26507.0,0.0,0.657464554294164
1496,2007.0,DECATUR,6498.085115862553,GA,13087.0,0.0,Control,28543.0,0.0,0.227659500257946
1479,2007.0,CHATHAM,56542.0829022062,GA,13051.0,26.0,Control,248596.0,0.00010458736262852178,0.22744566647173003
1498,2007.0,DODGE,9479.082675087642,GA,13091.0,0.0,Control,19772.0,0.0,0.47941951623951257
4663,2007.0,SAN LUIS OBISPO,0.0,CA,,27.0,Control,261706.0,0.00010316920513859063,0.0
4662,2007.0,SAN JOAQUIN,0.0,CA,,107.0,Control,665246.0,0.0001608427559128503,0.0
4661,2007.0,SAN FRANCISCO,0.0,CA,,208.0,Control,799185.0,0.0002602651451165875,0.0
4660,2007.0,SAN DIEGO,0.0,CA,,370.0,Control,2975656.0,0.0001243423298929715,0.0
4659,2007.0,SAN BERNARDINO,0.0,CA,,167.0,Control,1992989.0,8.379373895189586e-05,0.0
4658,2007.0,SACRAMENTO,0.0,CA,,212.0,Control,1373585.0,0.00015434064874034006,0.0
4657,2007.0,RIVERSIDE,0.0,CA,,228.0,Control,2055924.0,0.00011089904101513481,0.0
4664,2007.0,SAN MATEO,0.0,CA,,62.0,Control,697339.0,8.890941134799574e-05,0.0
4656,2007.0,PLACER,0.0,CA,,51.0,Control,331870.0,0.0001536746316328683,0.0
4654,2007.0,NEVADA,0.0,CA,,11.0,Control,96942.0,0.00011346990984299891,0.0
4653,2007.0,NAPA,0.0,CA,,10.0,Control,131949.0,7.578685704325156e-05,0.0
4652,2007.0,MONTEREY,0.0,CA,,15.0,Control,402116.0,3.730266888161625e-05,0.0
4651,2007.0,MERCED,0.0,CA,,16.0,Control,243083.0,6.582113928164455e-05,0.0
4650,2007.0,MENDOCINO,0.0,CA,,18.0,Control,85560.0,0.00021037868162692848,0.0
4649,2007.0,MARIN,0.0,CA,,40.0,Control,246100.0,0.00016253555465258024,0.0
4648,2007.0,LOS ANGELES,0.0,CA,,781.0,Control,9734701.0,8.022845283075464e-05,0.0
4655,2007.0,ORANGE,0.0,CA,,299.0,Control,2957902.0,0.00010108516103643732,0.0
4647,2007.0,LAKE,0.0,CA,,14.0,Control,64644.0,0.0002165707567601015,0.0
4665,2007.0,SANTA BARBARA,0.0,CA,,37.0,Control,400499.0,9.238475002434463e-05,0.0
4667,2007.0,SANTA CRUZ,0.0,CA,,36.0,Control,250126.0,0.00014392746055987783,0.0
4872,2007.0,SAN JUAN,0.0,NM,,15.0,Control,122289.0,0.00012266025562397272,0.0
4871,2007.0,RIO ARRIBA,0.0,NM,,17.0,Control,40778.0,0.00041689146108195594,0.0
4870,2007.0,LEA,0.0,NM,,12.0,Control,57952.0,0.0002070679182771949,0.0
4869,2007.0,DONA ANA,0.0,NM,,24.0,Control,198205.0,0.00012108675361368281,0.0
4868,2007.0,BERNALILLO,0.0,NM,,182.0,Control,628825.0,0.00028942869637816563,0.0
4842,2007.0,YELLOWSTONE,0.0,MT,,10.0,,,,
4841,2007.0,FLATHEAD,0.0,MT,,10.0,,,,
4666,2007.0,SANTA CLARA,0.0,CA,,156.0,Control,1723927.0,9.049107067758669e-05,0.0
4701,2007.0,ADA,0.0,ID,,32.0,Control,372467.0,8.5913651410729e-05,0.0
4674,2007.0,VENTURA,0.0,CA,,82.0,Control,789671.0,0.00010384071341102814,0.0
4673,2007.0,TUOLUMNE,0.0,CA,,14.0,Control,55681.0,0.0002514322659434996,0.0
4672,2007.0,TULARE,0.0,CA,,19.0,Control,416189.0,4.565233583780446e-05,0.0
4671,2007.0,STANISLAUS,0.0,CA,,80.0,,,,
4670,2007.0,SONOMA,0.0,CA,,53.0,Control,461424.0,0.00011486181906446133,0.0
4669,2007.0,SOLANO,0.0,CA,,27.0,Control,405994.0,6.650344586373197e-05,0.0
4668,2007.0,SHASTA,0.0,CA,,35.0,Control,179334.0,0.00019516656071910513,0.0
4675,2007.0,YOLO,0.0,CA,,10.0,Control,193912.0,5.156978423202277e-05,0.0
4873,2007.0,SANDOVAL,0.0,NM,,14.0,Control,117824.0,0.0001188212927756654,0.0
4646,2007.0,KINGS,0.0,CA,,16.0,Control,147622.0,0.00010838492907561204,0.0
4644,2007.0,IMPERIAL,0.0,CA,,19.0,Control,160366.0,0.00011847897933477171,0.0
4619,2007.0,HOUSTON,0.0,AL,,10.0,Control,97392.0,0.00010267783801544274,0.0
4618,2007.0,CALHOUN,0.0,AL,,11.0,Control,112808.0,9.751081483582725e-05,0.0
4617,2007.0,BALDWIN,0.0,AL,,24.0,Control,172815.0,0.00013887683360819372,0.0
2431,2007.0,ALACHUA,95259.62797679311,FL,12001.0,17.0,2010,240196.0,7.077553331445985e-05,0.39659123372909255
2432,2007.0,BAKER,13793.788183225111,FL,12003.0,0.0,2010,25605.0,0.0,0.538714633205433
2433,2007.0,BAY,61255.85799926616,FL,12005.0,30.0,2010,163300.0,0.00018371096142069811,0.3751124188564982
2434,2007.0,BRADFORD,15854.865475125225,FL,12007.0,0.0,2010,28997.0,0.0,0.5467760621831647
4620,2007.0,LAUDERDALE,0.0,AL,,16.0,Control,88522.0,0.00018074602923567022,0.0
2435,2007.0,BREVARD,246505.6839382635,FL,12009.0,104.0,2010,534407.0,0.0001946082293083736,0.46126956409302927
2437,2007.0,CALHOUN,2021.5322535000096,FL,12013.0,0.0,2010,13515.0,0.0,0.14957693329633812
2438,2007.0,CHARLOTTE,103366.66686720557,FL,12015.0,17.0,2010,157235.0,0.00010811842147104652,0.6574024032003407
2439,2007.0,CITRUS,58420.509573116375,FL,12017.0,17.0,2010,139838.0,0.00012156924441139032,0.41777277687836195
2440,2007.0,CLAY,85815.94069483093,FL,12019.0,26.0,2010,182392.0,0.00014255011184701084,0.4705027670886384
2441,2007.0,COLLIER,129910.31275693115,FL,12021.0,38.0,2010,313463.0,0.00012122642863751065,0.41443587522907377
2442,2007.0,COLUMBIA,30011.436168013053,FL,12023.0,0.0,2010,67927.0,0.0,0.44181895517265674
2443,2007.0,DE SOTO,7726.090771792575,FL,12027.0,0.0,,,,
2436,2007.0,BROWARD,1720337.481720641,FL,12011.0,282.0,2010,1746968.0,0.00016142253321182757,0.9847561499241205
4645,2007.0,KERN,0.0,CA,,119.0,Control,784687.0,0.00015165282462943822,0.0
4621,2007.0,MOBILE,0.0,AL,,49.0,Control,405234.0,0.00012091779070857825,0.0
4623,2007.0,TUSCALOOSA,0.0,AL,,29.0,Control,178998.0,0.00016201298338528922,0.0
4643,2007.0,HUMBOLDT,0.0,CA,,39.0,Control,128564.0,0.0003033508602719268,0.0
4642,2007.0,FRESNO,0.0,CA,,90.0,Control,889888.0,0.00010113632277320292,0.0
4641,2007.0,EL DORADO,0.0,CA,,33.0,Control,175752.0,0.00018776457735900586,0.0
4640,2007.0,CONTRA COSTA,0.0,CA,,100.0,Control,1010542.0,9.895679744137305e-05,0.0
4639,2007.0,BUTTE,0.0,CA,,58.0,Control,217741.0,0.00026637151478132277,0.0
4638,2007.0,ALAMEDA,0.0,CA,,185.0,Control,1449020.0,0.0001276724958937765,0.0
4637,2007.0,YUMA,0.0,AZ,,17.0,Control,189181.0,8.98610325561235e-05,0.0
4622,2007.0,SAINT CLAIR,0.0,AL,,10.0,,,,
4636,2007.0,YAVAPAI,0.0,AZ,,30.0,Control,212004.0,0.00014150676402332031,0.0
4634,2007.0,PIMA,0.0,AZ,,156.0,Control,996593.0,0.0001565333089837075,0.0
4633,2007.0,NAVAJO,0.0,AZ,,15.0,Control,110999.0,0.00013513635257975297,0.0
4632,2007.0,MOHAVE,0.0,AZ,,19.0,Control,195852.0,9.701202949165696e-05,0.0
4631,2007.0,MARICOPA,0.0,AZ,,597.0,Control,3872962.0,0.00015414558676279293,0.0
4630,2007.0,GILA,0.0,AZ,,10.0,Control,52231.0,0.00019145718060155847,0.0
4629,2007.0,COCHISE,0.0,AZ,,13.0,Control,127736.0,0.0001017724055865222,0.0
4624,2007.0,WALKER,0.0,AL,,19.0,Control,68655.0,0.00027674604908600975,0.0
4635,2007.0,PINAL,0.0,AZ,,34.0,Control,302633.0,0.00011234729854311989,0.0
4874,2007.0,SANTA FE,0.0,NM,,26.0,Control,143369.0,0.00018135022215402214,0.0
4875,2007.0,VALENCIA,0.0,NM,,17.0,Control,71459.0,0.00023789865517289635,0.0
4937,2007.0,CLACKAMAS,0.0,OR,,32.0,Control,375610.0,8.519474987353905e-05,0.0
11502,2007.0,JACKSON,0.0,TX,,0.0,2007,14002.0,0.0,0.0
11503,2007.0,JASPER,0.0,TX,,0.0,2007,34329.0,0.0,0.0
11504,2007.0,JEFF DAVIS,0.0,TX,,0.0,2007,2210.0,0.0,0.0
11505,2007.0,JIM HOGG,0.0,TX,,0.0,2007,4900.0,0.0,0.0
11506,2007.0,JIM WELLS,0.0,TX,,0.0,2007,41055.0,0.0,0.0
11507,2007.0,JOHNSON,0.0,TX,,0.0,2007,149540.0,0.0,0.0
11508,2007.0,JONES,0.0,TX,,0.0,2007,19154.0,0.0,0.0
11501,2007.0,JACK,0.0,TX,,0.0,2007,8690.0,0.0,0.0
5071,2007.0,YAKIMA,0.0,WA,,24.0,2012,232288.0,0.00010332001653120264,0.0
5069,2007.0,THURSTON,0.0,WA,,20.0,2012,238717.0,8.378121373844342e-05,0.0
5068,2007.0,SPOKANE,0.0,WA,,104.0,2012,456187.0,0.00022797668499979174,0.0
5067,2007.0,SNOHOMISH,0.0,WA,,107.0,2012,675805.0,0.00015832969569624374,0.0
5066,2007.0,SKAGIT,0.0,WA,,12.0,2012,116261.0,0.00010321603977258066,0.0
5065,2007.0,PIERCE,0.0,WA,,125.0,2012,774049.0,0.00016148848457914162,0.0
5064,2007.0,LEWIS,0.0,WA,,12.0,2012,73699.0,0.00016282446166162364,0.0
5063,2007.0,KITSAP,0.0,WA,,23.0,2012,238087.0,9.660334247564966e-05,0.0
5070,2007.0,WHATCOM,0.0,WA,,12.0,2012,192843.0,6.222678551982701e-05,0.0
5062,2007.0,KING,0.0,WA,,258.0,2012,1857506.0,0.00013889591742906888,0.0
11500,2007.0,IRION,0.0,TX,,0.0,2007,1728.0,0.0,0.0
11498,2007.0,HUNT,0.0,TX,,0.0,2007,82398.0,0.0,0.0
11482,2007.0,HANSFORD,0.0,TX,,0.0,2007,5202.0,0.0,0.0
11483,2007.0,HARDEMAN,0.0,TX,,0.0,2007,4126.0,0.0,0.0
11484,2007.0,HARDIN,0.0,TX,,0.0,2007,51741.0,0.0,0.0
11485,2007.0,HARRISON,0.0,TX,,0.0,2007,63299.0,0.0,0.0
11486,2007.0,HARTLEY,0.0,TX,,0.0,2007,5202.0,0.0,0.0
11487,2007.0,HASKELL,0.0,TX,,0.0,2007,5147.0,0.0,0.0
11488,2007.0,HAYS,0.0,TX,,0.0,2007,142000.0,0.0,0.0
11499,2007.0,HUTCHINSON,0.0,TX,,0.0,2007,21716.0,0.0,0.0
11489,2007.0,HEMPHILL,0.0,TX,,0.0,2007,3307.0,0.0,0.0
11491,2007.0,HILL,0.0,TX,,0.0,2007,35223.0,0.0,0.0
11492,2007.0,HOCKLEY,0.0,TX,,0.0,2007,22224.0,0.0,0.0
11493,2007.0,HOOD,0.0,TX,,0.0,2007,49376.0,0.0,0.0
11494,2007.0,HOPKINS,0.0,TX,,0.0,2007,34023.0,0.0,0.0
11495,2007.0,HOUSTON,0.0,TX,,0.0,2007,22668.0,0.0,0.0
11496,2007.0,HOWARD,0.0,TX,,0.0,2007,32167.0,0.0,0.0
11497,2007.0,HUDSPETH,0.0,TX,,0.0,2007,3202.0,0.0,0.0
11490,2007.0,HENDERSON,0.0,TX,,0.0,2007,78813.0,0.0,0.0
5061,2007.0,GRANT,0.0,WA,,11.0,2012,83111.0,0.00013235311811914187,0.0
5060,2007.0,COWLITZ,0.0,WA,,15.0,2012,100557.0,0.00014916912795727796,0.0
5059,2007.0,CLARK,0.0,WA,,55.0,2012,416662.0,0.00013200147841655827,0.0
5019,2007.0,FORT BEND,0.0,TX,,19.0,2007,508260.0,3.738244205721481e-05,0.0
5018,2007.0,EL PASO,0.0,TX,,48.0,2007,727828.0,6.594964744417637e-05,0.0
5017,2007.0,ECTOR,0.0,TX,,21.0,2007,128874.0,0.00016294985800083804,0.0
5016,2007.0,DENTON,0.0,TX,,32.0,2007,615172.0,5.201797220939835e-05,0.0
5015,2007.0,DALLAS,0.0,TX,,237.0,2007,2381873.0,9.950152673967084e-05,0.0
5014,2007.0,COLLIN,0.0,TX,,23.0,2007,732986.0,3.137849836149667e-05,0.0
5013,2007.0,CAMERON,0.0,TX,,11.0,2007,382703.0,2.8742915524571272e-05,0.0
5020,2007.0,GALVESTON,0.0,TX,,49.0,2007,283540.0,0.0001728151230866897,0.0
5012,2007.0,BRAZORIA,0.0,TX,,22.0,2007,293106.0,7.50581700818134e-05,0.0
5010,2007.0,BELL,0.0,TX,,10.0,2007,278342.0,3.5927025026765636e-05,0.0
4943,2007.0,WASHINGTON,0.0,OR,,37.0,Control,518427.0,7.136973961618511e-05,0.0
4942,2007.0,MULTNOMAH,0.0,OR,,178.0,Control,697048.0,0.0002553626149131767,0.0
4941,2007.0,MARION,0.0,OR,,29.0,Control,310155.0,9.350163627863488e-05,0.0
4940,2007.0,LANE,0.0,OR,,35.0,Control,344812.0,0.00010150458800737793,0.0
4939,2007.0,JOSEPHINE,0.0,OR,,13.0,Control,80693.0,0.00016110443285043312,0.0
4938,2007.0,JACKSON,0.0,OR,,10.0,Control,198346.0,5.04169481612939e-05,0.0
5011,2007.0,BEXAR,0.0,TX,,104.0,2007,1588905.0,6.545388176133879e-05,0.0
5021,2007.0,HARRIS,0.0,TX,,528.0,2007,3909239.0,0.00013506465069032617,0.0
5022,2007.0,HIDALGO,0.0,TX,,19.0,2007,701862.0,2.70708486853541e-05,0.0
5023,2007.0,JEFFERSON,0.0,TX,,27.0,2007,241488.0,0.00011180679785330948,0.0
5058,2007.0,CLALLAM,0.0,WA,,19.0,2012,70272.0,0.00027037795992714025,0.0
