,Year,County,Morphine_equ,State,FIPS,Deaths,Year_Changed,Population,Deaths_PC,Morphine_Equivalents_PC
10498,2003.0,ATASCOSA,0.0,TX,,0.0,2007,41749.0,0.0,0.0
10495,2003.0,ARANSAS,0.0,TX,,0.0,2007,23669.0,0.0,0.0
10493,2003.0,ANDREWS,0.0,TX,,0.0,2007,12815.0,0.0,0.0
10497,2003.0,ARMSTRONG,0.0,TX,,0.0,2007,2094.0,0.0,0.0
3665,2004.0,CLALLAM,0.0,WA,,11.0,2012,67991.0,0.00016178611875101117,0.0
3640,2004.0,TARRANT,0.0,TX,,121.0,2007,1587019.0,7.624357364341574e-05,0.0
3641,2004.0,TAYLOR,0.0,TX,,10.0,2007,125091.0,7.994180236787619e-05,0.0
3642,2004.0,TRAVIS,0.0,TX,,91.0,2007,868873.0,0.00010473337300157791,0.0
3643,2004.0,WEBB,0.0,TX,,10.0,2007,218806.0,4.570258585230752e-05,0.0
3645,2004.0,WILLIAMSON,0.0,TX,,12.0,2007,318149.0,3.771817607473228e-05,0.0
3664,2004.0,BENTON,0.0,WA,,12.0,2012,155901.0,7.697192449054207e-05,0.0
3639,2004.0,SMITH,0.0,TX,,15.0,2007,186822.0,8.029032983267496e-05,0.0
3644,2004.0,WICHITA,0.0,TX,,12.0,2007,127307.0,9.42603313250646e-05,0.0
3346,2004.0,CLAYTON,0.0,GA,,18.0,Control,264227.0,6.812324251495873e-05,0.0
3637,2004.0,ORANGE,0.0,TX,,18.0,2007,84725.0,0.00021245205075243434,0.0
3514,2004.0,VALENCIA,0.0,NM,,15.0,Control,68573.0,0.00021874498709404576,0.0
3513,2004.0,SANTA FE,0.0,NM,,19.0,Control,139166.0,0.0001365276001322162,0.0
3512,2004.0,RIO ARRIBA,0.0,NM,,19.0,Control,40768.0,0.00046605180533751964,0.0
12452,2004.0,WORTH,0.0,GA,,0.0,Control,21991.0,0.0,0.0
12451,2004.0,WILKINSON,0.0,GA,,0.0,Control,10206.0,0.0,0.0
12450,2004.0,WILKES,0.0,GA,,0.0,Control,10556.0,0.0,0.0
12449,2004.0,WILCOX,0.0,GA,,0.0,Control,8784.0,0.0,0.0
12448,2004.0,WHITE,0.0,GA,,0.0,Control,23585.0,0.0,0.0
3554,2004.0,CLACKAMAS,0.0,OR,,28.0,Control,362681.0,7.72028311381076e-05,0.0
12447,2004.0,WHEELER,0.0,GA,,0.0,Control,6512.0,0.0,0.0
12445,2004.0,WAYNE,0.0,GA,,0.0,Control,28092.0,0.0,0.0
12444,2004.0,WASHINGTON,0.0,GA,,0.0,Control,21020.0,0.0,0.0
12443,2004.0,WARREN,0.0,GA,,0.0,Control,6183.0,0.0,0.0
12442,2004.0,WARE,0.0,GA,,0.0,Control,34398.0,0.0,0.0
12441,2004.0,WALTON,0.0,GA,,0.0,Control,72044.0,0.0,0.0
12440,2004.0,WALKER,0.0,GA,,0.0,Control,63214.0,0.0,0.0
12439,2004.0,UPSON,0.0,GA,,0.0,Control,27868.0,0.0,0.0
12438,2004.0,UNION,0.0,GA,,0.0,Control,19473.0,0.0,0.0
12446,2004.0,WEBSTER,0.0,GA,,0.0,Control,2331.0,0.0,0.0
3555,2004.0,JACKSON,0.0,OR,,27.0,Control,193016.0,0.0001398847763915945,0.0
3556,2004.0,LANE,0.0,OR,,36.0,Control,331567.0,0.00010857534073053108,0.0
3557,2004.0,MARION,0.0,OR,,23.0,Control,301702.0,7.623416483815155e-05,0.0
3636,2004.0,NUECES,0.0,TX,,29.0,2007,317317.0,9.13912585836876e-05,0.0
3635,2004.0,MONTGOMERY,0.0,TX,,28.0,2007,362192.0,7.730706365684498e-05,0.0
3634,2004.0,MCLENNAN,0.0,TX,,11.0,2007,222765.0,4.937939083787848e-05,0.0
3633,2004.0,LUBBOCK,0.0,TX,,17.0,2007,251182.0,6.768000891783647e-05,0.0
3632,2004.0,JEFFERSON,0.0,TX,,17.0,2007,248308.0,6.846336002061956e-05,0.0
3631,2004.0,HIDALGO,0.0,TX,,11.0,2007,657310.0,1.6734873955972068e-05,0.0
3630,2004.0,HARRIS,0.0,TX,,385.0,2007,3641114.0,0.00010573687063904069,0.0
3629,2004.0,GALVESTON,0.0,TX,,29.0,2007,272024.0,0.00010660824044937212,0.0
3628,2004.0,EL PASO,0.0,TX,,26.0,2007,712617.0,3.6485236810236074e-05,0.0
3627,2004.0,ECTOR,0.0,TX,,11.0,2007,124293.0,8.85005591626238e-05,0.0
3626,2004.0,DENTON,0.0,TX,,18.0,2007,530982.0,3.3899454218787076e-05,0.0
3625,2004.0,DALLAS,0.0,TX,,198.0,2007,2291071.0,8.642246355525429e-05,0.0
3624,2004.0,COLLIN,0.0,TX,,40.0,2007,628426.0,6.365109018404712e-05,0.0
3623,2004.0,CAMERON,0.0,TX,,16.0,2007,370829.0,4.314657160038724e-05,0.0
3622,2004.0,BRAZORIA,0.0,TX,,19.0,2007,270870.0,7.014434968804223e-05,0.0
3621,2004.0,BEXAR,0.0,TX,,168.0,2007,1492361.0,0.00011257329828372626,0.0
3620,2004.0,ANDERSON,0.0,TX,,11.0,2007,55988.0,0.00019647067228691862,0.0
3559,2004.0,WASHINGTON,0.0,OR,,18.0,Control,487548.0,3.6919441778040314e-05,0.0
3558,2004.0,MULTNOMAH,0.0,OR,,146.0,Control,671363.0,0.000217468046347505,0.0
3638,2004.0,PARKER,0.0,TX,,10.0,2007,100170.0,9.98302885095338e-05,0.0
3666,2004.0,CLARK,0.0,WA,,27.0,2012,392364.0,6.881365262868153e-05,0.0
3673,2004.0,SKAGIT,0.0,WA,,13.0,2012,111131.0,0.00011697906074812609,0.0
12721,2004.0,AUTAUGA,0.0,AL,,0.0,Control,47458.0,0.0,0.0
12777,2004.0,TUSCALOOSA,0.0,AL,,0.0,Control,167178.0,0.0,0.0
12776,2004.0,TALLAPOOSA,0.0,AL,,0.0,Control,40774.0,0.0,0.0
12775,2004.0,TALLADEGA,0.0,AL,,0.0,Control,80157.0,0.0,0.0
12774,2004.0,SUMTER,0.0,AL,,0.0,Control,14078.0,0.0,0.0
12773,2004.0,SHELBY,0.0,AL,,0.0,Control,165463.0,0.0,0.0
12772,2004.0,SAINT  CLAIR,0.0,AL,,0.0,Control,70275.0,0.0,0.0
12771,2004.0,RUSSELL,0.0,AL,,0.0,Control,49164.0,0.0,0.0
12770,2004.0,RANDOLPH,0.0,AL,,0.0,Control,22576.0,0.0,0.0
12769,2004.0,PIKE,0.0,AL,,0.0,Control,29423.0,0.0,0.0
12768,2004.0,PICKENS,0.0,AL,,0.0,Control,20345.0,0.0,0.0
12767,2004.0,PERRY,0.0,AL,,0.0,Control,11521.0,0.0,0.0
12778,2004.0,WALKER,0.0,AL,,0.0,Control,69876.0,0.0,0.0
12766,2004.0,MONROE,0.0,AL,,0.0,Control,23698.0,0.0,0.0
12764,2004.0,MARION,0.0,AL,,0.0,Control,30159.0,0.0,0.0
12763,2004.0,MARENGO,0.0,AL,,0.0,Control,22026.0,0.0,0.0
12762,2004.0,MACON,0.0,AL,,0.0,Control,23164.0,0.0,0.0
12761,2004.0,LOWNDES,0.0,AL,,0.0,Control,13154.0,0.0,0.0
12760,2004.0,LIMESTONE,0.0,AL,,0.0,Control,69202.0,0.0,0.0
12759,2004.0,LEE,0.0,AL,,0.0,Control,120537.0,0.0,0.0
12758,2004.0,LAWRENCE,0.0,AL,,0.0,Control,34470.0,0.0,0.0
12757,2004.0,LAUDERDALE,0.0,AL,,0.0,Control,87466.0,0.0,0.0
12756,2004.0,LAMAR,0.0,AL,,0.0,Control,15017.0,0.0,0.0
12755,2004.0,JACKSON,0.0,AL,,0.0,Control,53747.0,0.0,0.0
12754,2004.0,HOUSTON,0.0,AL,,0.0,Control,92914.0,0.0,0.0
12765,2004.0,MARSHALL,0.0,AL,,0.0,Control,84767.0,0.0,0.0
12779,2004.0,WASHINGTON,0.0,AL,,0.0,Control,17820.0,0.0,0.0
12780,2004.0,WILCOX,0.0,AL,,0.0,Control,12927.0,0.0,0.0
12781,2004.0,WINSTON,0.0,AL,,0.0,Control,24487.0,0.0,0.0
3265,2004.0,MADERA,0.0,CA,,11.0,Control,138895.0,7.919651535332446e-05,0.0
3264,2004.0,LOS ANGELES,0.0,CA,,815.0,Control,9917331.0,8.217936862246506e-05,0.0
3263,2004.0,KINGS,0.0,CA,,11.0,Control,142291.0,7.730636512499034e-05,0.0
3262,2004.0,KERN,0.0,CA,,104.0,Control,734077.0,0.0001416745109845425,0.0
3261,2004.0,IMPERIAL,0.0,CA,,10.0,Control,152345.0,6.564048705241393e-05,0.0
3260,2004.0,HUMBOLDT,0.0,CA,,25.0,Control,128287.0,0.00019487555247219127,0.0
3259,2004.0,FRESNO,0.0,CA,,96.0,Control,865620.0,0.00011090316767172662,0.0
3258,2004.0,EL DORADO,0.0,CA,,13.0,Control,172723.0,7.526501971364554e-05,0.0
3257,2004.0,CONTRA COSTA,0.0,CA,,102.0,Control,1007606.0,0.00010123004428318212,0.0
10935,2004.0,WALLER,0.0,TX,,0.0,2007,34735.0,0.0,0.0
10936,2004.0,WARD,0.0,TX,,0.0,2007,10247.0,0.0,0.0
10937,2004.0,WASHINGTON,0.0,TX,,0.0,2007,31161.0,0.0,0.0
10938,2004.0,WHARTON,0.0,TX,,0.0,2007,41411.0,0.0,0.0
10939,2004.0,WHEELER,0.0,TX,,0.0,2007,4824.0,0.0,0.0
10940,2004.0,WILBARGER,0.0,TX,,0.0,2007,13934.0,0.0,0.0
10941,2004.0,WILLACY,0.0,TX,,0.0,2007,20203.0,0.0,0.0
10942,2004.0,WILSON,0.0,TX,,0.0,2007,36739.0,0.0,0.0
10943,2004.0,WINKLER,0.0,TX,,0.0,2007,6747.0,0.0,0.0
10944,2004.0,WISE,0.0,TX,,0.0,2007,55430.0,0.0,0.0
10945,2004.0,WOOD,0.0,TX,,0.0,2007,40298.0,0.0,0.0
10946,2004.0,YOAKUM,0.0,TX,,0.0,2007,7377.0,0.0,0.0
10947,2004.0,YOUNG,0.0,TX,,0.0,2007,17952.0,0.0,0.0
10948,2004.0,ZAPATA,0.0,TX,,0.0,2007,13093.0,0.0,0.0
10949,2004.0,ZAVALA,0.0,TX,,0.0,2007,11671.0,0.0,0.0
3266,2004.0,MARIN,0.0,CA,,16.0,Control,245929.0,6.505942772100891e-05,0.0
12753,2004.0,HENRY,0.0,AL,,0.0,Control,16535.0,0.0,0.0
3667,2004.0,COWLITZ,0.0,WA,,17.0,2012,96208.0,0.00017670048228837518,0.0
12752,2004.0,HALE,0.0,AL,,0.0,Control,18228.0,0.0,0.0
12750,2004.0,GENEVA,0.0,AL,,0.0,Control,25562.0,0.0,0.0
12745,2004.0,ELMORE,0.0,AL,,0.0,Control,71829.0,0.0,0.0
12744,2004.0,DEKALB,0.0,AL,,0.0,Control,66928.0,0.0,0.0
12743,2004.0,DALLAS,0.0,AL,,0.0,Control,44715.0,0.0,0.0
12742,2004.0,DALE,0.0,AL,,0.0,Control,49021.0,0.0,0.0
12741,2004.0,CULLMAN,0.0,AL,,0.0,Control,79092.0,0.0,0.0
12740,2004.0,CRENSHAW,0.0,AL,,0.0,Control,13649.0,0.0,0.0
12739,2004.0,COVINGTON,0.0,AL,,0.0,Control,36836.0,0.0,0.0
12738,2004.0,COOSA,0.0,AL,,0.0,Control,11306.0,0.0,0.0
12737,2004.0,CONECUH,0.0,AL,,0.0,Control,13413.0,0.0,0.0
12736,2004.0,COLBERT,0.0,AL,,0.0,Control,54728.0,0.0,0.0
12735,2004.0,COFFEE,0.0,AL,,0.0,Control,45077.0,0.0,0.0
12746,2004.0,ESCAMBIA,0.0,AL,,0.0,Control,38256.0,0.0,0.0
12734,2004.0,CLEBURNE,0.0,AL,,0.0,Control,14471.0,0.0,0.0
12732,2004.0,CLARKE,0.0,AL,,0.0,Control,27371.0,0.0,0.0
12731,2004.0,CHOCTAW,0.0,AL,,0.0,Control,15138.0,0.0,0.0
12730,2004.0,CHILTON,0.0,AL,,0.0,Control,41377.0,0.0,0.0
12729,2004.0,CHEROKEE,0.0,AL,,0.0,Control,24456.0,0.0,0.0
12728,2004.0,CHAMBERS,0.0,AL,,0.0,Control,35557.0,0.0,0.0
12727,2004.0,CALHOUN,0.0,AL,,0.0,Control,111982.0,0.0,0.0
12726,2004.0,BUTLER,0.0,AL,,0.0,Control,20686.0,0.0,0.0
12725,2004.0,BULLOCK,0.0,AL,,0.0,Control,11199.0,0.0,0.0
12724,2004.0,BLOUNT,0.0,AL,,0.0,Control,54973.0,0.0,0.0
12723,2004.0,BIBB,0.0,AL,,0.0,Control,21290.0,0.0,0.0
12722,2004.0,BARBOUR,0.0,AL,,0.0,Control,28545.0,0.0,0.0
12733,2004.0,CLAY,0.0,AL,,0.0,Control,14056.0,0.0,0.0
12747,2004.0,ETOWAH,0.0,AL,,0.0,Control,103096.0,0.0,0.0
12748,2004.0,FAYETTE,0.0,AL,,0.0,Control,18185.0,0.0,0.0
12749,2004.0,FRANKLIN,0.0,AL,,0.0,Control,30685.0,0.0,0.0
3256,2004.0,BUTTE,0.0,CA,,31.0,Control,212698.0,0.00014574655144853265,0.0
3255,2004.0,ALAMEDA,0.0,CA,,154.0,Control,1452096.0,0.00010605359425272158,0.0
3254,2004.0,YAVAPAI,0.0,AZ,,48.0,Control,190737.0,0.000251655420815049,0.0
3253,2004.0,PINAL,0.0,AZ,,17.0,Control,214704.0,7.917877636187495e-05,0.0
3252,2004.0,PIMA,0.0,AZ,,165.0,Control,906540.0,0.00018201072208617381,0.0
3251,2004.0,NAVAJO,0.0,AZ,,12.0,Control,106352.0,0.00011283285692793742,0.0
3250,2004.0,MOHAVE,0.0,AZ,,10.0,Control,179563.0,5.5690760345951006e-05,0.0
3249,2004.0,MARICOPA,0.0,AZ,,450.0,Control,3498587.0,0.00012862335565758405,0.0
3247,2004.0,MORGAN,0.0,AL,,11.0,Control,112930.0,9.740547241654122e-05,0.0
3246,2004.0,MONTGOMERY,0.0,AL,,10.0,Control,221802.0,4.5085256219511095e-05,0.0
3245,2004.0,MOBILE,0.0,AL,,27.0,Control,400107.0,6.748194857875518e-05,0.0
3244,2004.0,MADISON,0.0,AL,,12.0,Control,293598.0,4.087221302597429e-05,0.0
3243,2004.0,JEFFERSON,0.0,AL,,63.0,Control,658468.0,9.56766312106283e-05,0.0
3242,2004.0,BALDWIN,0.0,AL,,18.0,Control,156688.0,0.0001148779740631063,0.0
3678,2004.0,YAKIMA,0.0,WA,,29.0,2012,229515.0,0.00012635339738143475,0.0
3677,2004.0,WHATCOM,0.0,WA,,12.0,2012,180205.0,6.659082711356511e-05,0.0
3676,2004.0,THURSTON,0.0,WA,,20.0,2012,224661.0,8.902301690101976e-05,0.0
3675,2004.0,SPOKANE,0.0,WA,,78.0,2012,435146.0,0.0001792501826973016,0.0
3674,2004.0,SNOHOMISH,0.0,WA,,100.0,2012,644205.0,0.00015523008980060696,0.0
12437,2004.0,TWIGGS,0.0,GA,,0.0,Control,10472.0,0.0,0.0
3672,2004.0,PIERCE,0.0,WA,,72.0,2012,745778.0,9.654347540420876e-05,0.0
3671,2004.0,KITSAP,0.0,WA,,16.0,2012,241436.0,6.627015026756573e-05,0.0
3670,2004.0,KING,0.0,WA,,245.0,2012,1777746.0,0.00013781496344247155,0.0
3669,2004.0,GRAYS HARBOR,0.0,WA,,17.0,2012,70335.0,0.00024170043363901328,0.0
3668,2004.0,GRANT,0.0,WA,,14.0,2012,79983.0,0.00017503719540402335,0.0
12751,2004.0,GREENE,0.0,AL,,0.0,Control,9697.0,0.0,0.0
12436,2004.0,TURNER,0.0,GA,,0.0,Control,9489.0,0.0,0.0
3487,2004.0,WAKE,0.0,NC,,27.0,,719733.0,3.75139114088141e-05,0.0
12434,2004.0,TREUTLEN,0.0,GA,,0.0,Control,7082.0,0.0,0.0
3472,2004.0,CATAWBA,0.0,NC,,17.0,,149474.0,0.00011373215408699841,0.0
3471,2004.0,CARTERET,0.0,NC,,12.0,,61812.0,0.00019413706076490002,0.0
3470,2004.0,CALDWELL,0.0,NC,,16.0,,78855.0,0.00020290406442204046,0.0
3469,2004.0,CABARRUS,0.0,NC,,17.0,,146018.0,0.00011642400252023723,0.0
3468,2004.0,BURKE,0.0,NC,,17.0,,89435.0,0.00019008218259070834,0.0
3467,2004.0,BUNCOMBE,0.0,NC,,31.0,,215705.0,0.0001437147956700123,0.0
3466,2004.0,BRUNSWICK,0.0,NC,,11.0,,84590.0,0.00013003901170351105,0.0
3362,2004.0,ADA,0.0,ID,,21.0,Control,332545.0,6.314934820851313e-05,0.0
3357,2004.0,WHITFIELD,0.0,GA,,10.0,Control,89225.0,0.00011207621182404035,0.0
3356,2004.0,SPALDING,0.0,GA,,11.0,Control,60745.0,0.00018108486295168326,0.0
3355,2004.0,RICHMOND,0.0,GA,,16.0,Control,196922.0,8.125044433836747e-05,0.0
3354,2004.0,PAULDING,0.0,GA,,12.0,Control,106035.0,0.00011317017965766021,0.0
3353,2004.0,JACKSON,0.0,GA,,12.0,Control,49564.0,0.00024211120974901139,0.0
3352,2004.0,HALL,0.0,GA,,14.0,Control,160788.0,8.707117446575615e-05,0.0
3351,2004.0,GWINNETT,0.0,GA,,21.0,Control,700577.0,2.9975291795191678e-05,0.0
3350,2004.0,FULTON,0.0,GA,,78.0,Control,905802.0,8.611153430882246e-05,0.0
3349,2004.0,DEKALB,0.0,GA,,25.0,Control,674335.0,3.7073561360451405e-05,0.0
3348,2004.0,COWETA,0.0,GA,,10.0,Control,105395.0,9.488116134541487e-05,0.0
3268,2004.0,MONTEREY,0.0,CA,,43.0,Control,414551.0,0.00010372668260358798,0.0
3269,2004.0,ORANGE,0.0,CA,,256.0,Control,2982094.0,8.584571780768816e-05,0.0
3270,2004.0,PLACER,0.0,CA,,20.0,Control,306305.0,6.5294396108454e-05,0.0
3271,2004.0,RIVERSIDE,0.0,CA,,187.0,Control,1869465.0,0.00010002861781311765,0.0
3272,2004.0,SACRAMENTO,0.0,CA,,200.0,Control,1351428.0,0.00014799160591611244,0.0
3473,2004.0,CRAVEN,0.0,NC,,13.0,,90824.0,0.00014313397339910157,0.0
3474,2004.0,CUMBERLAND,0.0,NC,,18.0,,306943.0,5.864280990281583e-05,0.0
3475,2004.0,DAVIDSON,0.0,NC,,21.0,,153511.0,0.00013679801447453278,0.0
3476,2004.0,DURHAM,0.0,NC,,14.0,,239468.0,5.846292615297242e-05,0.0
12331,2004.0,CHARLTON,0.0,GA,,0.0,Control,10681.0,0.0,0.0
12330,2004.0,CANDLER,0.0,GA,,0.0,Control,10187.0,0.0,0.0
12328,2004.0,CALHOUN,0.0,GA,,0.0,Control,6092.0,0.0,0.0
12327,2004.0,BUTTS,0.0,GA,,0.0,Control,20587.0,0.0,0.0
12326,2004.0,BURKE,0.0,GA,,0.0,Control,23122.0,0.0,0.0
12325,2004.0,BULLOCH,0.0,GA,,0.0,Control,60206.0,0.0,0.0
12324,2004.0,BRYAN,0.0,GA,,0.0,Control,27473.0,0.0,0.0
12323,2004.0,BROOKS,0.0,GA,,0.0,Control,16327.0,0.0,0.0
12322,2004.0,BRANTLEY,0.0,GA,,0.0,Control,15427.0,0.0,0.0
12321,2004.0,BLECKLEY,0.0,GA,,0.0,Control,12058.0,0.0,0.0
12320,2004.0,BERRIEN,0.0,GA,,0.0,Control,16543.0,0.0,0.0
3273,2004.0,SAN BERNARDINO,0.0,CA,,200.0,Control,1916418.0,0.00010436136583981157,0.0
12319,2004.0,BEN HILL,0.0,GA,,0.0,Control,17261.0,0.0,0.0
12317,2004.0,BANKS,0.0,GA,,0.0,Control,15718.0,0.0,0.0
12316,2004.0,BALDWIN,0.0,GA,,0.0,Control,45234.0,0.0,0.0
12315,2004.0,BAKER,0.0,GA,,0.0,Control,4216.0,0.0,0.0
12314,2004.0,BACON,0.0,GA,,0.0,Control,10334.0,0.0,0.0
12313,2004.0,ATKINSON,0.0,GA,,0.0,Control,7949.0,0.0,0.0
12312,2004.0,APPLING,0.0,GA,,0.0,Control,17906.0,0.0,0.0
3481,2004.0,IREDELL,0.0,NC,,18.0,,136828.0,0.00013155202151606397,0.0
3480,2004.0,HENDERSON,0.0,NC,,19.0,,95474.0,0.00019900705951358486,0.0
3479,2004.0,GUILFORD,0.0,NC,,33.0,,437879.0,7.536328529114207e-05,0.0
3478,2004.0,GASTON,0.0,NC,,39.0,,194154.0,0.00020087147316048086,0.0
3477,2004.0,FORSYTH,0.0,NC,,18.0,,320780.0,5.611322401645988e-05,0.0
12318,2004.0,BARROW,0.0,GA,,0.0,Control,56656.0,0.0,0.0
3274,2004.0,SAN DIEGO,0.0,CA,,314.0,Control,2935190.0,0.00010697774249707855,0.0
3275,2004.0,SAN FRANCISCO,0.0,CA,,128.0,Control,743193.0,0.0001722298245543217,0.0
3276,2004.0,SAN JOAQUIN,0.0,CA,,85.0,Control,649241.0,0.00013092210750707364,0.0
3322,2004.0,MARTIN,0.0,FL,,16.0,2010,137693.0,0.00011620053306994546,0.0
3323,2004.0,MIAMI-DADE,0.0,FL,,145.0,2010,2358714.0,6.147417618244518e-05,0.0
3324,2004.0,MONROE,0.0,FL,,14.0,2010,78016.0,0.00017945036915504513,0.0
3325,2004.0,NASSAU,0.0,FL,,13.0,2010,63061.0,0.00020614960117981002,0.0
3326,2004.0,OKALOOSA,0.0,FL,,22.0,2010,180910.0,0.00012160742910839644,0.0
3327,2004.0,ORANGE,0.0,FL,,97.0,2010,989873.0,9.799236871800726e-05,0.0
3328,2004.0,OSCEOLA,0.0,FL,,13.0,2010,220127.0,5.905681720097944e-05,0.0
3329,2004.0,PALM BEACH,0.0,FL,,209.0,2010,1244189.0,0.0001679809096527939,0.0
3330,2004.0,PASCO,0.0,FL,,83.0,2010,408046.0,0.00020340843924459496,0.0
3331,2004.0,PINELLAS,0.0,FL,,182.0,2010,927498.0,0.0001962268382249881,0.0
3332,2004.0,POLK,0.0,FL,,62.0,2010,524286.0,0.00011825606634546793,0.0
3321,2004.0,MARION,0.0,FL,,18.0,2010,291768.0,6.16928518548984e-05,0.0
3333,2004.0,PUTNAM,0.0,FL,,10.0,2010,72574.0,0.00013779039325378234,0.0
3335,2004.0,SARASOTA,0.0,FL,,59.0,2010,355722.0,0.00016585985685450998,0.0
3336,2004.0,SEMINOLE,0.0,FL,,23.0,2010,391241.0,5.8787294787611725e-05,0.0
3337,2004.0,SAINT JOHNS,0.0,FL,,10.0,,,,
3338,2004.0,SAINT LUCIE,0.0,FL,,27.0,,,,
3339,2004.0,VOLUSIA,0.0,FL,,74.0,2010,478951.0,0.00015450432298919932,0.0
3340,2004.0,BARTOW,0.0,GA,,13.0,Control,86914.0,0.00014957314126607912,0.0
3341,2004.0,BIBB,0.0,GA,,11.0,Control,154861.0,7.103144109879182e-05,0.0
3342,2004.0,CARROLL,0.0,GA,,14.0,Control,102143.0,0.0001370627453667897,0.0
3343,2004.0,CATOOSA,0.0,GA,,11.0,Control,59745.0,0.00018411582559209975,0.0
3344,2004.0,CHATHAM,0.0,GA,,22.0,Control,238339.0,9.230549763152485e-05,0.0
3345,2004.0,CHEROKEE,0.0,GA,,10.0,Control,174851.0,5.7191551663988195e-05,0.0
3334,2004.0,SANTA ROSA,0.0,FL,,18.0,2010,138073.0,0.00013036582097875762,0.0
12332,2004.0,CHATTAHOOCHEE,0.0,GA,,0.0,Control,15646.0,0.0,0.0
3320,2004.0,MANATEE,0.0,FL,,46.0,2010,295974.0,0.00015541905707933804,0.0
3318,2004.0,LAKE,0.0,FL,,10.0,2010,261845.0,3.819053256697665e-05,0.0
3277,2004.0,SAN LUIS OBISPO,0.0,CA,,23.0,Control,254436.0,9.039601314279426e-05,0.0
3278,2004.0,SAN MATEO,0.0,CA,,44.0,Control,698156.0,6.302316387741421e-05,0.0
3279,2004.0,SANTA BARBARA,0.0,CA,,27.0,Control,401708.0,6.72130004879166e-05,0.0
3280,2004.0,SANTA CLARA,0.0,CA,,110.0,Control,1681980.0,6.539911295021343e-05,0.0
3281,2004.0,SANTA CRUZ,0.0,CA,,18.0,Control,250837.0,7.17597483624824e-05,0.0
3282,2004.0,SHASTA,0.0,CA,,35.0,Control,177829.0,0.00019681829172969539,0.0
3283,2004.0,SOLANO,0.0,CA,,18.0,Control,411896.0,4.370035154505021e-05,0.0
3284,2004.0,SONOMA,0.0,CA,,48.0,Control,467932.0,0.00010257900720617525,0.0
3285,2004.0,STANISLAUS,0.0,CA,,88.0,,,,
3286,2004.0,TULARE,0.0,CA,,39.0,Control,400952.0,9.726850096769688e-05,0.0
3287,2004.0,TUOLUMNE,0.0,CA,,14.0,Control,56843.0,0.000246292419471175,0.0
3319,2004.0,LEE,0.0,FL,,98.0,2010,514923.0,0.00019031971770536564,0.0
3288,2004.0,VENTURA,0.0,CA,,55.0,Control,796165.0,6.908115780020473e-05,0.0
3307,2004.0,BREVARD,0.0,FL,,111.0,2010,518812.0,0.00021395033268312993,0.0
3308,2004.0,BROWARD,0.0,FL,,287.0,2010,1753000.0,0.000163719338277239,0.0
3309,2004.0,CHARLOTTE,0.0,FL,,17.0,2010,157324.0,0.00010805725763392744,0.0
3310,2004.0,CITRUS,0.0,FL,,12.0,2010,130273.0,9.211425237769914e-05,0.0
3311,2004.0,CLAY,0.0,FL,,22.0,2010,164387.0,0.0001338305340446629,0.0
3312,2004.0,COLLIER,0.0,FL,,29.0,2010,296675.0,9.775006320047189e-05,0.0
3313,2004.0,DUVAL,0.0,FL,,109.0,2010,819623.0,0.00013298797129899966,0.0
3314,2004.0,ESCAMBIA,0.0,FL,,33.0,2010,296739.0,0.00011120884009179784,0.0
3315,2004.0,HERNANDO,0.0,FL,,14.0,2010,150540.0,9.299853859439351e-05,0.0
3316,2004.0,HILLSBOROUGH,0.0,FL,,146.0,2010,1100333.0,0.00013268710472193418,0.0
3317,2004.0,INDIAN RIVER,0.0,FL,,10.0,2010,124676.0,8.02078988738811e-05,0.0
3306,2004.0,BAY,0.0,FL,,18.0,2010,157811.0,0.00011406049007990571,0.0
12435,2004.0,TROUP,0.0,GA,,0.0,Control,61132.0,0.0,0.0
12333,2004.0,CHATTOOGA,0.0,GA,,0.0,Control,26472.0,0.0,0.0
12335,2004.0,CLAY,0.0,GA,,0.0,Control,3324.0,0.0,0.0
12405,2004.0,OCONEE,0.0,GA,,0.0,Control,28908.0,0.0,0.0
12404,2004.0,NEWTON,0.0,GA,,0.0,Control,81624.0,0.0,0.0
12403,2004.0,MUSCOGEE,0.0,GA,,0.0,Control,185662.0,0.0,0.0
12402,2004.0,MURRAY,0.0,GA,,0.0,Control,40326.0,0.0,0.0
12401,2004.0,MORGAN,0.0,GA,,0.0,Control,16979.0,0.0,0.0
12400,2004.0,MONTGOMERY,0.0,GA,,0.0,Control,8929.0,0.0,0.0
3511,2004.0,DONA ANA,0.0,NM,,17.0,Control,185524.0,9.163234945343999e-05,0.0
3510,2004.0,CHAVES,0.0,NM,,12.0,Control,61497.0,0.00019513146982779649,0.0
3509,2004.0,BERNALILLO,0.0,NM,,128.0,Control,592538.0,0.00021601990083336428,0.0
3347,2004.0,COBB,0.0,GA,,44.0,Control,654649.0,6.72115897221259e-05,0.0
3486,2004.0,ROWAN,0.0,NC,,21.0,,134030.0,0.0001566813399985078,0.0
3485,2004.0,PITT,0.0,NC,,11.0,,140247.0,7.843305026132466e-05,0.0
3484,2004.0,NEW HANOVER,0.0,NC,,23.0,,173627.0,0.00013246787653993907,0.0
3483,2004.0,MECKLENBURG,0.0,NC,,40.0,,771573.0,5.184214585010103e-05,0.0
3482,2004.0,JOHNSTON,0.0,NC,,10.0,,141761.0,7.054126311185728e-05,0.0
12399,2004.0,MONROE,0.0,GA,,0.0,Control,23411.0,0.0,0.0
