YEAR,STATE,,COUNTY,POPULATION
2003,Oregon,,Yamhill,89432
2003,Pennsylvania,,Adams,96398
2003,Pennsylvania,,Allegheny,1259176
2003,Pennsylvania,,Armstrong,71680
2003,Pennsylvania,,Beaver,179015
2003,Pennsylvania,,Bedford,50035
2003,Pennsylvania,,Berks,386676
2003,Pennsylvania,,Blair,127468
2003,Pennsylvania,,Bradford,62633
2003,Pennsylvania,,Bucks,613118
2003,Pennsylvania,,Butler,179759
2003,Pennsylvania,,Cambria,149590
2003,Pennsylvania,,Cameron,5773
2003,Pennsylvania,,Carbon,60366
2003,Pennsylvania,,Centre,139819
2003,Pennsylvania,,Chester,458057
2003,Pennsylvania,,Clarion,41334
2003,Pennsylvania,,Clearfield,83138
2003,Pennsylvania,,Clinton,37477
2003,Pennsylvania,,Columbia,64856
2003,Pennsylvania,,Crawford,90077
2003,Pennsylvania,,Cumberland,219622
2003,Pennsylvania,,Dauphin,253311
2003,Pennsylvania,,Delaware,554426
2003,Pennsylvania,,Elk,34258
2003,Pennsylvania,,Erie,283033
2003,Pennsylvania,,Fayette,146235
2003,Pennsylvania,,Forest,4944
2003,Pennsylvania,,Franklin,132817
2003,Pennsylvania,,Fulton,14562
2003,Pennsylvania,,Greene,40251
2003,Pennsylvania,,Huntingdon,45952
2003,Pennsylvania,,Indiana,89332
2003,Pennsylvania,,Jefferson,45981
2003,Pennsylvania,,Juniata,23154
2003,Pennsylvania,,Lackawanna,210365
2003,Pennsylvania,,Lancaster,483099
2003,Pennsylvania,,Lawrence,93531
2003,Pennsylvania,,Lebanon,123057
2003,Pennsylvania,,Lehigh,321707
2003,Pennsylvania,,Luzerne,314218
2003,Pennsylvania,,Lycoming,118648
2003,Pennsylvania,,McKean,45077
2003,Pennsylvania,,Mercer,119931
2003,Pennsylvania,,Mifflin,46341
2003,Pennsylvania,,Monroe,154525
2003,Pennsylvania,,Montgomery,770724
2003,Pennsylvania,,Montour,18144
2003,Pennsylvania,,Northampton,278086
2003,Pennsylvania,,Northumberland,93242
2003,Pennsylvania,,Perry,44307
2003,Pennsylvania,,Philadelphia,1476953
2003,Pennsylvania,,Pike,52227
2003,Pennsylvania,,Potter,18111
2003,Pennsylvania,,Schuylkill,147913
2003,Pennsylvania,,Snyder,37965
2003,Pennsylvania,,Somerset,79717
2003,Pennsylvania,,Sullivan,6456
2003,Pennsylvania,,Susquehanna,41914
2003,Pennsylvania,,Tioga,41675
2003,Pennsylvania,,Union,42381
2003,Pennsylvania,,Venango,56646
2003,Pennsylvania,,Warren,42858
2003,Pennsylvania,,Washington,204865
2003,Pennsylvania,,Wayne,49127
2003,Pennsylvania,,Westmoreland,368887
2003,Pennsylvania,,Wyoming,28147
2003,Pennsylvania,,York,395594
2003,Rhode Island,,Bristol,52110
2003,Rhode Island,,Kent,171542
2003,Rhode Island,,Newport,85529
2003,Rhode Island,,Providence,639169
2003,Rhode Island,,Washington,127734
2003,South Carolina,,Abbeville,26371
2003,South Carolina,,Aiken,146903
2003,South Carolina,,Allendale,11013
2003,South Carolina,,Anderson,171816
2003,South Carolina,,Bamberg,16016
2003,South Carolina,,Barnwell,23441
2003,South Carolina,,Beaufort,132439
2003,South Carolina,,Berkeley,147201
2003,South Carolina,,Calhoun,15329
2003,South Carolina,,Charleston,321113
2003,South Carolina,,Cherokee,53575
2003,South Carolina,,Chester,33882
2003,South Carolina,,Chesterfield,43246
2003,South Carolina,,Clarendon,32928
2003,South Carolina,,Colleton,39170
2003,South Carolina,,Darlington,67865
2003,South Carolina,,Dillon,31157
2003,South Carolina,,Dorchester,104097
2003,South Carolina,,Edgefield,24783
2003,South Carolina,,Fairfield,23828
2003,South Carolina,,Florence,128539
2003,South Carolina,,Georgetown,58859
2003,South Carolina,,Greenville,395952
2003,South Carolina,,Greenwood,67452
2003,South Carolina,,Hampton,21438
2003,South Carolina,,Horry,211011
2003,South Carolina,,Jasper,20960
2003,South Carolina,,Kershaw,54635
2003,South Carolina,,Lancaster,62694
2003,South Carolina,,Laurens,70296
2003,South Carolina,,Lee,20373
2003,South Carolina,,Lexington,226978
2003,South Carolina,,McCormick,10276
2003,South Carolina,,Marion,35064
2003,South Carolina,,Marlboro,28372
2003,South Carolina,,Newberry,36966
2003,South Carolina,,Oconee,68504
2003,South Carolina,,Orangeburg,91009
2003,South Carolina,,Pickens,111897
2003,South Carolina,,Richland,331297
2003,South Carolina,,Saluda,19046
2003,South Carolina,,Spartanburg,261799
2003,South Carolina,,Sumter,105753
2003,South Carolina,,Union,29192
2003,South Carolina,,Williamsburg,35865
2003,South Carolina,,York,178344
2003,South Dakota,,Aurora,2920
2003,South Dakota,,Beadle,16248
2003,South Dakota,,Bennett,3503
2003,South Dakota,,Bon Homme,7132
2003,South Dakota,,Brookings,28269
2003,South Dakota,,Brown,34790
2003,South Dakota,,Brule,5200
2003,South Dakota,,Buffalo,2044
2003,South Dakota,,Butte,9186
2003,South Dakota,,Campbell,1663
2003,South Dakota,,Charles Mix,9171
2003,South Dakota,,Clark,3954
2003,South Dakota,,Clay,13198
2003,South Dakota,,Codington,25917
2003,South Dakota,,Corson,4303
2003,South Dakota,,Custer,7665
2003,South Dakota,,Davison,18791
2003,South Dakota,,Day,5900
2003,South Dakota,,Deuel,4347
2003,South Dakota,,Dewey,6148
2003,South Dakota,,Douglas,3311
2003,South Dakota,,Edmunds,4204
2003,South Dakota,,Fall River,7319
2003,South Dakota,,Faulk,2485
2003,South Dakota,,Grant,7659
2003,South Dakota,,Gregory,4453
2003,South Dakota,,Haakon,2036
2003,South Dakota,,Hamlin,5581
2003,South Dakota,,Hand,3522
2003,South Dakota,,Hanson,3508
2003,South Dakota,,Harding,1295
2003,South Dakota,,Hughes,16690
2003,South Dakota,,Hutchinson,7785
2003,South Dakota,,Hyde,1603
2003,South Dakota,,Jackson,2867
2003,South Dakota,,Jerauld,2168
2003,South Dakota,,Jones,1080
2003,South Dakota,,Kingsbury,5566
2003,South Dakota,,Lake,11023
2003,South Dakota,,Lawrence,21990
2003,South Dakota,,Lincoln,29247
2003,South Dakota,,Lyman,3967
2003,South Dakota,,McCook,5852
2003,South Dakota,,McPherson,2763
2003,South Dakota,,Marshall,4277
2003,South Dakota,,Meade,24527
2003,South Dakota,,Mellette,2124
2003,South Dakota,,Miner,2693
2003,South Dakota,,Minnehaha,154966
2003,South Dakota,,Moody,6519
2003,South Dakota,,Pennington,91473
2003,South Dakota,,Perkins,3209
2003,South Dakota,,Potter,2498
2003,South Dakota,,Roberts,10045
2003,South Dakota,,Sanborn,2620
2003,South Dakota,,Shannon,13263
2003,South Dakota,,Spink,6999
2003,South Dakota,,Stanley,2760
2003,South Dakota,,Sully,1457
2003,South Dakota,,Todd,9513
2003,South Dakota,,Tripp,6220
2003,South Dakota,,Turner,8640
2003,South Dakota,,Union,13119
2003,South Dakota,,Walworth,5548
2003,South Dakota,,Yankton,21548
2003,South Dakota,,Ziebach,2564
2003,Tennessee,,Anderson,71970
2003,Tennessee,,Bedford,40212
2003,Tennessee,,Benton,16567
2003,Tennessee,,Bledsoe,12621
2003,Tennessee,,Blount,111521
2003,Tennessee,,Bradley,90101
2003,Tennessee,,Campbell,40079
2003,Tennessee,,Cannon,13217
2003,Tennessee,,Carroll,29442
2003,Tennessee,,Carter,58478
2003,Tennessee,,Cheatham,37321
2003,Tennessee,,Chester,15552
2003,Tennessee,,Claiborne,30468
2003,Tennessee,,Clay,7955
2003,Tennessee,,Cocke,34414
2003,Tennessee,,Coffee,49723
2003,Tennessee,,Crockett,14504
2003,Tennessee,,Cumberland,49286
2003,Tennessee,,Davidson,570136
2003,Tennessee,,Decatur,11637
2003,Tennessee,,DeKalb,18002
2003,Tennessee,,Dickson,44974
2003,Tennessee,,Dyer,37389
2003,Tennessee,,Fayette,32330
2003,Tennessee,,Fentress,17024
2003,Tennessee,,Franklin,40436
2003,Tennessee,,Gibson,47961
2003,Tennessee,,Giles,29336
2003,Tennessee,,Grainger,21538
2003,Tennessee,,Greene,64191
2003,Tennessee,,Grundy,14382
2003,Tennessee,,Hamblen,58868
2003,Tennessee,,Hamilton,309708
2003,Tennessee,,Hancock,6647
2003,Tennessee,,Hardeman,28172
2003,Tennessee,,Hardin,25928
2003,Tennessee,,Hawkins,55240
2003,Tennessee,,Haywood,19600
2003,Tennessee,,Henderson,26024
2003,Tennessee,,Henry,31314
2003,Tennessee,,Hickman,23293
2003,Tennessee,,Houston,8064
2003,Tennessee,,Humphreys,18127
2003,Tennessee,,Jackson,11183
2003,Tennessee,,Jefferson,47002
2003,Tennessee,,Johnson,17998
2003,Tennessee,,Knox,396672
2003,Tennessee,,Lake,7871
2003,Tennessee,,Lauderdale,27090
2003,Tennessee,,Lawrence,40727
2003,Tennessee,,Lewis,11483
2003,Tennessee,,Lincoln,31917
2003,Tennessee,,Loudon,41646
2003,Tennessee,,McMinn,50584
2003,Tennessee,,McNairy,24929
2003,Tennessee,,Macon,21036
2003,Tennessee,,Madison,93893
2003,Tennessee,,Marion,27840
2003,Tennessee,,Marshall,27611
2003,Tennessee,,Maury,73091
2003,Tennessee,,Meigs,11396
2003,Tennessee,,Monroe,41131
2003,Tennessee,,Montgomery,139418
2003,Tennessee,,Moore,5928
2003,Tennessee,,Morgan,20101
2003,Tennessee,,Obion,32333
2003,Tennessee,,Overton,20208
2003,Tennessee,,Perry,7642
2003,Tennessee,,Pickett,4950
2003,Tennessee,,Polk,16157
2003,Tennessee,,Putnam,64954
2003,Tennessee,,Rhea,29404
2003,Tennessee,,Roane,52557
2003,Tennessee,,Robertson,58255
2003,Tennessee,,Rutherford,202225
2003,Tennessee,,Scott,21728
2003,Tennessee,,Sequatchie,12046
2003,Tennessee,,Sevier,75569
2003,Tennessee,,Shelby,905299
2003,Tennessee,,Smith,18323
2003,Tennessee,,Stewart,12851
2003,Tennessee,,Sullivan,152928
2003,Tennessee,,Sumner,138747
2003,Tennessee,,Tipton,54137
2003,Tennessee,,Trousdale,7465
2003,Tennessee,,Unicoi,17732
2003,Tennessee,,Union,18832
2003,Tennessee,,Van Buren,5493
2003,Tennessee,,Warren,39306
2003,Tennessee,,Washington,110030
2003,Tennessee,,Wayne,16922
2003,Tennessee,,Weakley,34120
2003,Tennessee,,White,23567
2003,Tennessee,,Williamson,141551
2003,Tennessee,,Wilson,95578
2003,Texas,,Anderson,56032
2003,Texas,,Andrews,12815
2003,Texas,,Angelina,81038
2003,Texas,,Aransas,23669
2003,Texas,,Archer,9154
2003,Texas,,Armstrong,2094
2003,Texas,,Atascosa,41749
2003,Texas,,Austin,25221
2003,Texas,,Bailey,6616
2003,Texas,,Bandera,19413
2003,Texas,,Bastrop,66848
2003,Texas,,Baylor,3929
2003,Texas,,Bee,33193
2003,Texas,,Bell,249181
2003,Texas,,Bexar,1467124
2003,Texas,,Blanco,8867
2003,Texas,,Borden,679
2003,Texas,,Bosque,17811
2003,Texas,,Bowie,89735
2003,Texas,,Brazoria,263621
2003,Texas,,Brazos,155126
2003,Texas,,Brewster,9273
2003,Texas,,Briscoe,1684
2003,Texas,,Brooks,7749
2003,Texas,,Brown,38001
2003,Texas,,Burleson,16952
2003,Texas,,Burnet,38818
2003,Texas,,Caldwell,35554
2003,Texas,,Calhoun,20435
2003,Texas,,Callahan,13096
2003,Texas,,Cameron,362372
2003,Texas,,Camp,11773
2003,Texas,,Carson,6532
2003,Texas,,Cass,30042
2003,Texas,,Castro,7877
2003,Texas,,Chambers,27558
2003,Texas,,Cherokee,47645
2003,Texas,,Childress,7627
2003,Texas,,Clay,11320
2003,Texas,,Cochran,3478
2003,Texas,,Coke,3762
2003,Texas,,Coleman,8784
2003,Texas,,Collin,597307
2003,Texas,,Collingsworth,3068
2003,Texas,,Colorado,20696
2003,Texas,,Comal,87777
2003,Texas,,Comanche,13554
2003,Texas,,Concho,3799
2003,Texas,,Cooke,38084
2003,Texas,,Coryell,75468
2003,Texas,,Cottle,1755
2003,Texas,,Crane,3861
2003,Texas,,Crockett,3923
2003,Texas,,Crosby,6757
2003,Texas,,Culberson,2777
2003,Texas,,Dallam,6123
2003,Texas,,Dallas,2281750
2003,Texas,,Dawson,14532
2003,Texas,,Deaf Smith,18399
2003,Texas,,Delta,5390
2003,Texas,,Denton,510616
2003,Texas,,DeWitt,20174
2003,Texas,,Dickens,2696
2003,Texas,,Dimmit,10314
2003,Texas,,Donley,3934
2003,Texas,,Duval,12691
2003,Texas,,Eastland,18305
2003,Texas,,Ector,123034
2003,Texas,,Edwards,2038
2003,Texas,,Ellis,124795
2003,Texas,,El Paso,702609
2003,Texas,,Erath,33384
2003,Texas,,Falls,17926
2003,Texas,,Fannin,32368
2003,Texas,,Fayette,22386
2003,Texas,,Fisher,4189
2003,Texas,,Floyd,7490
2003,Texas,,Foard,1549
2003,Texas,,Fort Bend,419995
2003,Texas,,Franklin,9880
2003,Texas,,Freestone,18536
2003,Texas,,Frio,16343
2003,Texas,,Gaines,14430
2003,Texas,,Galveston,266741
2003,Texas,,Garza,5039
2003,Texas,,Gillespie,22220
2003,Texas,,Glasscock,1351
2003,Texas,,Goliad,7150
2003,Texas,,Gonzales,19019
2003,Texas,,Gray,21653
2003,Texas,,Grayson,115024
2003,Texas,,Gregg,114154
2003,Texas,,Grimes,25018
2003,Texas,,Guadalupe,96979
2003,Texas,,Hale,35594
2003,Texas,,Hall,3762
2003,Texas,,Hamilton,8136
2003,Texas,,Hansford,5224
2003,Texas,,Hardeman,4468
2003,Texas,,Hardin,49604
2003,Texas,,Harris,3593007
2003,Texas,,Harrison,62239
2003,Texas,,Hartley,5509
2003,Texas,,Haskell,5711
2003,Texas,,Hays,115891
2003,Texas,,Hemphill,3326
2003,Texas,,Henderson,77384
2003,Texas,,Hidalgo,635389
2003,Texas,,Hill,34467
2003,Texas,,Hockley,22848
2003,Texas,,Hood,45252
2003,Texas,,Hopkins,32659
2003,Texas,,Houston,23169
2003,Texas,,Howard,32926
2003,Texas,,Hudspeth,3257
2003,Texas,,Hunt,80505
2003,Texas,,Hutchinson,22884
2003,Texas,,Irion,1762
2003,Texas,,Jack,8950
2003,Texas,,Jackson,14324
2003,Texas,,Jasper,35595
2003,Texas,,Jeff Davis,2245
2003,Texas,,Jefferson,248742
2003,Texas,,Jim Hogg,5034
2003,Texas,,Jim Wells,40472
2003,Texas,,Johnson,139650
2003,Texas,,Jones,20207
2003,Texas,,Karnes,15362
2003,Texas,,Kaufman,82175
2003,Texas,,Kendall,26357
2003,Texas,,Kenedy,404
2003,Texas,,Kent,781
2003,Texas,,Kerr,45161
2003,Texas,,Kimble,4524
2003,Texas,,King,324
2003,Texas,,Kinney,3335
2003,Texas,,Kleberg,31173
2003,Texas,,Knox,3955
2003,Texas,,Lamar,49545
2003,Texas,,Lamb,14672
2003,Texas,,Lampasas,19306
2003,Texas,,La Salle,5893
2003,Texas,,Lavaca,18999
2003,Texas,,Lee,16473
2003,Texas,,Leon,16029
2003,Texas,,Liberty,74105
2003,Texas,,Limestone,22554
2003,Texas,,Lipscomb,3099
2003,Texas,,Live Oak,11837
2003,Texas,,Llano,18088
2003,Texas,,Loving,63
2003,Texas,,Lubbock,250016
2003,Texas,,Lynn,6223
2003,Texas,,McCulloch,7943
2003,Texas,,McLennan,219563
2003,Texas,,McMullen,882
2003,Texas,,Madison,13019
2003,Texas,,Marion,11109
2003,Texas,,Martin,4545
2003,Texas,,Mason,3775
2003,Texas,,Matagorda,38251
2003,Texas,,Maverick,49873
2003,Texas,,Medina,41581
2003,Texas,,Menard,2330
2003,Texas,,Midland,118866
2003,Texas,,Milam,25021
2003,Texas,,Mills,5058
2003,Texas,,Mitchell,9443
2003,Texas,,Montague,19442
2003,Texas,,Montgomery,344651
2003,Texas,,Moore,20198
2003,Texas,,Morris,13210
2003,Texas,,Motley,1318
2003,Texas,,Nacogdoches,59537
2003,Texas,,Navarro,47361
2003,Texas,,Newton,14845
2003,Texas,,Nolan,15155
2003,Texas,,Nueces,315051
2003,Texas,,Ochiltree,8961
2003,Texas,,Oldham,2168
2003,Texas,,Orange,84529
2003,Texas,,Palo Pinto,27337
2003,Texas,,Panola,22855
2003,Texas,,Parker,97730
2003,Texas,,Parmer,9893
2003,Texas,,Pecos,16011
2003,Texas,,Polk,45514
2003,Texas,,Potter,117642
2003,Texas,,Presidio,7605
2003,Texas,,Rains,10846
2003,Texas,,Randall,107287
2003,Texas,,Reagan,3073
2003,Texas,,Real,3028
2003,Texas,,Red River,13735
2003,Texas,,Reeves,12201
2003,Texas,,Refugio,7579
2003,Texas,,Roberts,823
2003,Texas,,Robertson,15963
2003,Texas,,Rockwall,54724
2003,Texas,,Runnels,10933
2003,Texas,,Rusk,47660
2003,Texas,,Sabine,10419
2003,Texas,,San Augustine,8886
2003,Texas,,San Jacinto,23921
2003,Texas,,San Patricio,67510
2003,Texas,,San Saba,6047
2003,Texas,,Schleicher,2790
2003,Texas,,Scurry,15998
2003,Texas,,Shackelford,3286
2003,Texas,,Shelby,25910
2003,Texas,,Sherman,3152
2003,Texas,,Smith,183851
2003,Texas,,Somervell,7311
2003,Texas,,Starr,58069
2003,Texas,,Stephens,9514
2003,Texas,,Sterling,1325
2003,Texas,,Stonewall,1458
2003,Texas,,Sutton,4058
2003,Texas,,Swisher,7976
2003,Texas,,Tarrant,1556846
2003,Texas,,Taylor,124900
2003,Texas,,Terrell,1013
2003,Texas,,Terry,12540
2003,Texas,,Throckmorton,1679
2003,Texas,,Titus,28750
2003,Texas,,Tom Green,103871
2003,Texas,,Travis,854407
2003,Texas,,Trinity,14195
2003,Texas,,Tyler,20624
2003,Texas,,Upshur,37020
2003,Texas,,Upton,3186
2003,Texas,,Uvalde,26518
2003,Texas,,Val Verde,46709
2003,Texas,,Van Zandt,50865
2003,Texas,,Victoria,85410
2003,Texas,,Walker,62343
2003,Texas,,Waller,34599
2003,Texas,,Ward,10318
2003,Texas,,Washington,30978
2003,Texas,,Webb,212706
2003,Texas,,Wharton,41331
2003,Texas,,Wheeler,4821
2003,Texas,,Wichita,128183
2003,Texas,,Wilbarger,14184
2003,Texas,,Willacy,20079
2003,Texas,,Williamson,304024
2003,Texas,,Wilson,35343
2003,Texas,,Winkler,6780
2003,Texas,,Wise,54401
2003,Texas,,Wood,39407
2003,Texas,,Yoakum,7269
2003,Texas,,Young,17960
2003,Texas,,Zapata,12923
2003,Texas,,Zavala,11645
2003,Utah,,Beaver,6075
2003,Utah,,Box Elder,44599
2003,Utah,,Cache,96471
2003,Utah,,Carbon,19882
2003,Utah,,Daggett,901
2003,Utah,,Davis,255308
2003,Utah,,Duchesne,14911
2003,Utah,,Emery,10756
2003,Utah,,Garfield,4546
2003,Utah,,Grand,8682
2003,Utah,,Iron,35578
2003,Utah,,Juab,8783
2003,Utah,,Kane,6087
2003,Utah,,Millard,12401
2003,Utah,,Morgan,7487
2003,Utah,,Piute,1380
2003,Utah,,Rich,2028
2003,Utah,,Salt Lake,924760
2003,Utah,,San Juan,13832
2003,Utah,,Sanpete,23560
2003,Utah,,Sevier,19169
2003,Utah,,Summit,32778
2003,Utah,,Tooele,48084
2003,Utah,,Uintah,26316
2003,Utah,,Utah,397170
2003,Utah,,Wasatch,17620
2003,Utah,,Washington,104498
2003,Utah,,Wayne,2488
2003,Utah,,Weber,205969
2003,Vermont,,Addison,36665
2003,Vermont,,Bennington,37110
2003,Vermont,,Caledonia,30115
2003,Vermont,,Chittenden,148848
2003,Vermont,,Essex,6571
2003,Vermont,,Franklin,47138
2003,Vermont,,Grand Isle,7491
2003,Vermont,,Lamoille,24245
2003,Vermont,,Orange,29090
2003,Vermont,,Orleans,27118
2003,Vermont,,Rutland,63547
2003,Vermont,,Washington,58959
2003,Vermont,,Windham,44418
2003,Vermont,,Windsor,58028
2003,Virginia,,Accomack,39093
2003,Virginia,,Albemarle,87478
2003,Virginia,,Alleghany,16789
2003,Virginia,,Amelia,11747
2003,Virginia,,Amherst,31972
2003,Virginia,,Appomattox,13757
2003,Virginia,,Arlington,187439
2003,Virginia,,Augusta,67631
2003,Virginia,,Bath,5024
2003,Virginia,,Bedford,62760
2003,Virginia,,Bland,6975
2003,Virginia,,Botetourt,31482
2003,Virginia,,Brunswick,18196
2003,Virginia,,Buchanan,25576
2003,Virginia,,Buckingham,15872
2003,Virginia,,Campbell,51486
2003,Virginia,,Caroline,23167
2003,Virginia,,Carroll,29315
2003,Virginia,,Charles City,7141
2003,Virginia,,Charlotte,12401
2003,Virginia,,Chesterfield,276626
2003,Virginia,,Clarke,13444
2003,Virginia,,Craig,5120
2003,Virginia,,Culpeper,38640
2003,Virginia,,Cumberland,9152
2003,Virginia,,Dickenson,16201
2003,Virginia,,Dinwiddie,24892
2003,Virginia,,Essex,10305
2003,Virginia,,Fairfax,996794
2003,Virginia,,Fauquier,61207
2003,Virginia,,Floyd,14376
2003,Virginia,,Fluvanna,22954
2003,Virginia,,Franklin,49125
2003,Virginia,,Frederick,64823
2003,Virginia,,Giles,16953
2003,Virginia,,Gloucester,36688
2003,Virginia,,Goochland,18198
2003,Virginia,,Grayson,16571
2003,Virginia,,Greene,16719
2003,Virginia,,Greensville,11556
2003,Virginia,,Halifax,36648
2003,Virginia,,Hanover,94030
2003,Virginia,,Henrico,271608
2003,Virginia,,Henry,57098
2003,Virginia,,Highland,2515
2003,Virginia,,Isle of Wight,31917
2003,Virginia,,James City,53244
2003,Virginia,,King and Queen,6581
2003,Virginia,,King George,18526
2003,Virginia,,King William,14113
2003,Virginia,,Lancaster,12039
2003,Virginia,,Lee,23739
2003,Virginia,,Loudoun,221150
2003,Virginia,,Louisa,28048
2003,Virginia,,Lunenburg,13124
2003,Virginia,,Madison,13089
2003,Virginia,,Mathews,9263
2003,Virginia,,Mecklenburg,32507
2003,Virginia,,Middlesex,10290
2003,Virginia,,Montgomery,83846
2003,Virginia,,Nelson,14894
2003,Virginia,,New Kent,14917
2003,Virginia,,Northampton,13172
2003,Virginia,,Northumberland,12719
2003,Virginia,,Nottoway,15675
2003,Virginia,,Orange,28051
2003,Virginia,,Page,23645
2003,Virginia,,Patrick,19227
2003,Virginia,,Pittsylvania,61788
2003,Virginia,,Powhatan,25038
2003,Virginia,,Prince Edward,20142
2003,Virginia,,Prince George,34262
2003,Virginia,,Prince William,323867
2003,Virginia,,Pulaski,35066
2003,Virginia,,Rappahannock,7118
2003,Virginia,,Richmond,8998
2003,Virginia,,Roanoke,87345
2003,Virginia,,Rockbridge,20958
2003,Virginia,,Rockingham,69539
2003,Virginia,,Russell,28954
2003,Virginia,,Scott,23024
2003,Virginia,,Shenandoah,37180
2003,Virginia,,Smyth,32717
2003,Virginia,,Southampton,17386
2003,Virginia,,Spotsylvania,107682
2003,Virginia,,Stafford,110236
2003,Virginia,,Surry,6985
2003,Virginia,,Sussex,11954
2003,Virginia,,Tazewell,44531
2003,Virginia,,Warren,33803
2003,Virginia,,Washington,51570
2003,Virginia,,Westmoreland,16985
2003,Virginia,,Wise,41726
2003,Virginia,,Wythe,27967
2003,Virginia,,York,60105
2003,Virginia,,Alexandria City,128673
2003,Virginia,,Bedford City,6252
2003,Virginia,,Bristol City,17285
2003,Virginia,,Buena Vista City,6299
2003,Virginia,,Charlottesville City,37863
2003,Virginia,,Chesapeake City,209945
2003,Virginia,,Colonial Heights City,17236
2003,Virginia,,Covington City,6291
2003,Virginia,,Danville City,46985
2003,Virginia,,Emporia City,5687
2003,Virginia,,Fairfax City,21966
2003,Virginia,,Falls Church City,10605
2003,Virginia,,Franklin City,8333
2003,Virginia,,Fredericksburg City,20225
2003,Virginia,,Galax City,6678
2003,Virginia,,Hampton City,145600
2003,Virginia,,Harrisonburg City,41000
2003,Virginia,,Hopewell City,22388
2003,Virginia,,Lexington City,6910
2003,Virginia,,Lynchburg City,65090
2003,Virginia,,Manassas City,37064
2003,Virginia,,Manassas Park City,11005
2003,Virginia,,Martinsville City,15153
2003,Virginia,,Newport News City,181200
2003,Virginia,,Norfolk City,237547
2003,Virginia,,Norton City,3889
2003,Virginia,,Petersburg City,33102
2003,Virginia,,Poquoson City,11750
2003,Virginia,,Portsmouth City,99112
2003,Virginia,,Radford City,14958
2003,Virginia,,Richmond City,194285
2003,Virginia,,Roanoke City,92624
2003,Virginia,,Salem City,24522
2003,Virginia,,Staunton City,23892
2003,Virginia,,Suffolk City,73423
2003,Virginia,,Virginia Beach City,436029
2003,Virginia,,Waynesboro City,20432
2003,Virginia,,Williamsburg City,11423
2003,Virginia,,Winchester City,24317
2003,Washington,,Adams,16627
2003,Washington,,Asotin,20571
2003,Washington,,Benton,153872
2003,Washington,,Chelan,67985
2003,Washington,,Clallam,66826
2003,Washington,,Clark,379985
2003,Washington,,Columbia,4142
2003,Washington,,Cowlitz,95149
2003,Washington,,Douglas,33755
2003,Washington,,Ferry,7425
2003,Washington,,Franklin,56339
2003,Washington,,Garfield,2371
2003,Washington,,Grant,78840
2003,Washington,,Grays Harbor,69430
2003,Washington,,Island,76643
2003,Washington,,Jefferson,27670
2003,Washington,,King,1764750
2003,Washington,,Kitsap,239752
2003,Washington,,Kittitas,35108
2003,Washington,,Klickitat,19668
2003,Washington,,Lewis,70669
2003,Washington,,Lincoln,10233
2003,Washington,,Mason,52288
2003,Washington,,Okanogan,39102
2003,Washington,,Pacific,21128
2003,Washington,,Pend Oreille,12233
2003,Washington,,Pierce,740472
2003,Washington,,San Juan,14835
2003,Washington,,Skagit,109244
2003,Washington,,Skamania,10274
2003,Washington,,Snohomish,636931
2003,Washington,,Spokane,431219
2003,Washington,,Stevens,40938
2003,Washington,,Thurston,220968
2003,Washington,,Wahkiakum,3717
2003,Washington,,Walla Walla,56743
2003,Washington,,Whatcom,176546
2003,Washington,,Whitman,39991
2003,Washington,,Yakima,226859
2003,West Virginia,,Barbour,15602
2003,West Virginia,,Berkeley,85439
2003,West Virginia,,Boone,25745
2003,West Virginia,,Braxton,14837
2003,West Virginia,,Brooke,24983
2003,West Virginia,,Cabell,95110
2003,West Virginia,,Calhoun,7356
2003,West Virginia,,Clay,10329
2003,West Virginia,,Doddridge,7468
2003,West Virginia,,Fayette,47351
2003,West Virginia,,Gilmer,7032
2003,West Virginia,,Grant,11442
2003,West Virginia,,Greenbrier,34778
2003,West Virginia,,Hampshire,21272
2003,West Virginia,,Hancock,31808
2003,West Virginia,,Hardy,13064
2003,West Virginia,,Harrison,68093
2003,West Virginia,,Jackson,28238
2003,West Virginia,,Jefferson,46414
2003,West Virginia,,Kanawha,195823
2003,West Virginia,,Lewis,17082
2003,West Virginia,,Lincoln,22423
2003,West Virginia,,Logan,36769
2003,West Virginia,,McDowell,25341
2003,West Virginia,,Marion,56512
2003,West Virginia,,Marshall,34916
2003,West Virginia,,Mason,26091
2003,West Virginia,,Mercer,62134
2003,West Virginia,,Mineral,27143
2003,West Virginia,,Mingo,27610
2003,West Virginia,,Monongalia,83734
2003,West Virginia,,Monroe,13470
2003,West Virginia,,Morgan,15571
2003,West Virginia,,Nicholas,26289
2003,West Virginia,,Ohio,45659
2003,West Virginia,,Pendleton,7910
2003,West Virginia,,Pleasants,7411
2003,West Virginia,,Pocahontas,8991
2003,West Virginia,,Preston,29768
2003,West Virginia,,Putnam,53033
2003,West Virginia,,Raleigh,79252
2003,West Virginia,,Randolph,28261
2003,West Virginia,,Ritchie,10513
2003,West Virginia,,Roane,15392
2003,West Virginia,,Summers,13958
2003,West Virginia,,Taylor,16171
2003,West Virginia,,Tucker,7160
2003,West Virginia,,Tyler,9438
2003,West Virginia,,Upshur,23770
2003,West Virginia,,Wayne,42468
2003,West Virginia,,Webster,9777
2003,West Virginia,,Wetzel,17117
2003,West Virginia,,Wirt,5804
2003,West Virginia,,Wood,87430
2003,West Virginia,,Wyoming,24888
2003,Wisconsin,,Adams,20468
