YEAR,STATE,,COUNTY,POPULATION
2003,Alabama,,Autauga,46348
2003,Alabama,,Baldwin,151574
2003,Alabama,,Barbour,28805
2003,Alabama,,Bibb,21224
2003,Alabama,,Blount,54195
2003,Alabama,,Bullock,11330
2003,Alabama,,Butler,20765
2003,Alabama,,Calhoun,112097
2003,Alabama,,Chambers,35804
2003,Alabama,,Cherokee,24431
2003,Alabama,,Chilton,40996
2003,Alabama,,Choctaw,15351
2003,Alabama,,Clarke,27448
2003,Alabama,,Clay,14213
2003,Alabama,,Cleburne,14623
2003,Alabama,,Coffee,44500
2003,Alabama,,Colbert,54675
2003,Alabama,,Conecuh,13577
2003,Alabama,,Coosa,11573
2003,Alabama,,Covington,36929
2003,Alabama,,Crenshaw,13672
2003,Alabama,,Cullman,78498
2003,Alabama,,Dale,49332
2003,Alabama,,Dallas,45071
2003,Alabama,,DeKalb,66368
2003,Alabama,,Elmore,70623
2003,Alabama,,Escambia,38332
2003,Alabama,,Etowah,103119
2003,Alabama,,Fayette,18295
2003,Alabama,,Franklin,30817
2003,Alabama,,Geneva,25556
2003,Alabama,,Greene,9901
2003,Alabama,,Hale,18328
2003,Alabama,,Henry,16471
2003,Alabama,,Houston,91576
2003,Alabama,,Jackson,53929
2003,Alabama,,Jefferson,659191
2003,Alabama,,Lamar,15183
2003,Alabama,,Lauderdale,87112
2003,Alabama,,Lawrence,34529
2003,Alabama,,Lee,119148
2003,Alabama,,Limestone,68255
2003,Alabama,,Lowndes,13415
2003,Alabama,,Macon,23494
2003,Alabama,,Madison,289343
2003,Alabama,,Marengo,22204
2003,Alabama,,Marion,30256
2003,Alabama,,Marshall,84110
2003,Alabama,,Mobile,399943
2003,Alabama,,Monroe,23833
2003,Alabama,,Montgomery,222516
2003,Alabama,,Morgan,112856
2003,Alabama,,Perry,11685
2003,Alabama,,Pickens,20545
2003,Alabama,,Pike,29147
2003,Alabama,,Randolph,22389
2003,Alabama,,Russell,48998
2003,Alabama,,St Clair,68590
2003,Alabama,,Shelby,159641
2003,Alabama,,Sumter,14202
2003,Alabama,,Talladega,80107
2003,Alabama,,Tallapoosa,40805
2003,Alabama,,Tuscaloosa,166178
2003,Alabama,,Walker,70132
2003,Alabama,,Washington,17932
2003,Alabama,,Wilcox,13045
2003,Alabama,,Winston,24596
2003,Alaska,,Aleutians East,2715
2003,Alaska,,Aleutians West,5470
2003,Alaska,,Anchorage,270865
2003,Alaska,,Bethel,16828
2003,Alaska,,Bristol Bay Borough,1117
2003,Alaska,,Denali,1879
2003,Alaska,,Dillingham,4904
2003,Alaska,,Fairbanks North Star,85223
2003,Alaska,,Haines,2300
2003,Alaska,,Hoonah-Angoon,3154
2003,Alaska,,Juneau,31049
2003,Alaska,,Kenai Peninsula,51287
2003,Alaska,,Ketchikan Gateway,13351
2003,Alaska,,Kodiak Island,13352
2003,Alaska,,Lake and Peninsula,1587
2003,Alaska,,Matanuska-Susitna,68414
2003,Alaska,,Nome,9186
2003,Alaska,,North Slope,7194
2003,Alaska,,Northwest Arctic,7402
2003,Alaska,,Petersburg,6303
2003,Alaska,,Prince of Wales-Hyder,5781
2003,Alaska,,Sitka,8867
2003,Alaska,,Skagway,0
2003,Alaska,,Southeast Fairbanks,5733
2003,Alaska,,Valdez-Cordova,9993
2003,Alaska,,Wade Hampton,7287
2003,Alaska,,Wrangell,0
2003,Alaska,,Yakutat,716
2003,Alaska,,Yukon-Koyukuk,6323
2003,Arizona,,Apache,68388
2003,Arizona,,Cochise,121736
2003,Arizona,,Coconino,121172
2003,Arizona,,Gila,51344
2003,Arizona,,Graham,33062
2003,Arizona,,Greenlee,7548
2003,Arizona,,La Paz,19696
2003,Arizona,,Maricopa,3388768
2003,Arizona,,Mohave,172248
2003,Arizona,,Navajo,104379
2003,Arizona,,Pima,890987
2003,Arizona,,Pinal,204529
2003,Arizona,,Santa Cruz,40185
2003,Arizona,,Yavapai,184576
2003,Arizona,,Yuma,170604
2003,Arkansas,,Arkansas,20147
2003,Arkansas,,Ashley,23736
2003,Arkansas,,Baxter,39129
2003,Arkansas,,Benton,172263
2003,Arkansas,,Boone,34791
2003,Arkansas,,Bradley,12430
2003,Arkansas,,Calhoun,5601
2003,Arkansas,,Carroll,26451
2003,Arkansas,,Chicot,13452
2003,Arkansas,,Clark,23133
2003,Arkansas,,Clay,16922
2003,Arkansas,,Cleburne,24757
2003,Arkansas,,Cleveland,8742
2003,Arkansas,,Columbia,24853
2003,Arkansas,,Conway,20527
2003,Arkansas,,Craighead,84740
2003,Arkansas,,Crawford,55655
2003,Arkansas,,Crittenden,51170
2003,Arkansas,,Cross,19174
2003,Arkansas,,Dallas,8722
2003,Arkansas,,Desha,14707
2003,Arkansas,,Drew,18583
2003,Arkansas,,Faulkner,92882
2003,Arkansas,,Franklin,17972
2003,Arkansas,,Fulton,11663
2003,Arkansas,,Garland,91192
2003,Arkansas,,Grant,16946
2003,Arkansas,,Greene,38468
2003,Arkansas,,Hempstead,23401
2003,Arkansas,,Hot Spring,30615
2003,Arkansas,,Howard,14468
2003,Arkansas,,Independence,34479
2003,Arkansas,,Izard,13328
2003,Arkansas,,Jackson,17461
2003,Arkansas,,Jefferson,83020
2003,Arkansas,,Johnson,23462
2003,Arkansas,,Lafayette,8366
2003,Arkansas,,Lawrence,17504
2003,Arkansas,,Lee,11902
2003,Arkansas,,Lincoln,14483
2003,Arkansas,,Little River,13406
2003,Arkansas,,Logan,22820
2003,Arkansas,,Lonoke,56727
2003,Arkansas,,Madison,14423
2003,Arkansas,,Marion,16217
2003,Arkansas,,Miller,41961
2003,Arkansas,,Mississippi,48995
2003,Arkansas,,Monroe,9667
2003,Arkansas,,Montgomery,9222
2003,Arkansas,,Nevada,9670
2003,Arkansas,,Newton,8596
2003,Arkansas,,Ouachita,27679
2003,Arkansas,,Perry,10405
2003,Arkansas,,Phillips,24608
2003,Arkansas,,Pike,11070
2003,Arkansas,,Poinsett,25388
2003,Arkansas,,Polk,20214
2003,Arkansas,,Pope,55285
2003,Arkansas,,Prairie,9332
2003,Arkansas,,Pulaski,364907
2003,Arkansas,,Randolph,18209
2003,Arkansas,,St Francis,28501
2003,Arkansas,,Saline,87438
2003,Arkansas,,Scott,10997
2003,Arkansas,,Searcy,7978
2003,Arkansas,,Sebastian,117325
2003,Arkansas,,Sevier,15896
2003,Arkansas,,Sharp,17464
2003,Arkansas,,Stone,11601
2003,Arkansas,,Union,44908
2003,Arkansas,,Van Buren,16441
2003,Arkansas,,Washington,169765
2003,Arkansas,,White,69578
2003,Arkansas,,Woodruff,8315
2003,Arkansas,,Yell,21469
2003,California,,Alameda,1458749
2003,California,,Alpine,1188
2003,California,,Amador,37331
2003,California,,Butte,211151
2003,California,,Calaveras,44727
2003,California,,Colusa,19755
2003,California,,Contra Costa,999930
2003,California,,Del Norte,27902
2003,California,,El Dorado,169199
2003,California,,Fresno,850650
2003,California,,Glenn,27227
2003,California,,Humboldt,127908
2003,California,,Imperial,148924
2003,California,,Inyo,18364
2003,California,,Kern,713445
2003,California,,Kings,138708
2003,California,,Lake,63397
2003,California,,Lassen,34153
2003,California,,Los Angeles,9860382
2003,California,,Madera,133696
2003,California,,Marin,246635
2003,California,,Mariposa,17797
2003,California,,Mendocino,88476
2003,California,,Merced,231397
2003,California,,Modoc,9465
2003,California,,Mono,12831
2003,California,,Monterey,414423
2003,California,,Napa,131751
2003,California,,Nevada,96252
2003,California,,Orange,2960149
2003,California,,Placer,293630
2003,California,,Plumas,21198
2003,California,,Riverside,1782822
2003,California,,Sacramento,1330730
2003,California,,San Benito,56187
2003,California,,San Bernardino,1862195
2003,California,,San Diego,2918829
2003,California,,San Francisco,751908
2003,California,,San Joaquin,631876
2003,California,,San Luis Obispo,253072
2003,California,,San Mateo,699094
2003,California,,Santa Barbara,402795
2003,California,,Santa Clara,1675915
2003,California,,Santa Cruz,251725
2003,California,,Shasta,175654
2003,California,,Sierra,3546
2003,California,,Siskiyou,44630
2003,California,,Solano,411636
2003,California,,Sonoma,467304
2003,California,,Stanislaus,491014
2003,California,,Sutter,84670
2003,California,,Tehama,58892
2003,California,,Trinity,13502
2003,California,,Tulare,391084
2003,California,,Tuolumne,56790
2003,California,,Ventura,790560
2003,California,,Yolo,181898
2003,California,,Yuba,63594
2003,Colorado,,Adams,381370
2003,Colorado,,Alamosa,15076
2003,Colorado,,Arapahoe,516209
2003,Colorado,,Archuleta,11363
2003,Colorado,,Baca,4164
2003,Colorado,,Bent,5642
2003,Colorado,,Boulder,277467
2003,Colorado,,Broomfield,42256
2003,Colorado,,Chaffee,16870
2003,Colorado,,Cheyenne,2058
2003,Colorado,,Clear Creek,9510
2003,Colorado,,Conejos,8390
2003,Colorado,,Costilla,3572
2003,Colorado,,Crowley,5473
2003,Colorado,,Custer,3802
2003,Colorado,,Delta,29380
2003,Colorado,,Denver,556039
2003,Colorado,,Dolores,1813
2003,Colorado,,Douglas,224419
2003,Colorado,,Eagle,45203
2003,Colorado,,Elbert,22240
2003,Colorado,,El Paso,547816
2003,Colorado,,Fremont,47623
2003,Colorado,,Garfield,47786
2003,Colorado,,Gilpin,4891
2003,Colorado,,Grand,13021
2003,Colorado,,Gunnison,13955
2003,Colorado,,Hinsdale,777
2003,Colorado,,Huerfano,7861
2003,Colorado,,Jackson,1488
2003,Colorado,,Jefferson,528405
2003,Colorado,,Kiowa,1463
2003,Colorado,,Kit Carson,7846
2003,Colorado,,Lake,7691
2003,Colorado,,La Plata,46155
2003,Colorado,,Larimer,266609
2003,Colorado,,Las Animas,15532
2003,Colorado,,Lincoln,5879
2003,Colorado,,Logan,20949
2003,Colorado,,Mesa,124755
2003,Colorado,,Mineral,888
2003,Colorado,,Moffat,13424
2003,Colorado,,Montezuma,24491
2003,Colorado,,Montrose,35943
2003,Colorado,,Morgan,27963
2003,Colorado,,Otero,19743
2003,Colorado,,Ouray,4005
2003,Colorado,,Park,16522
2003,Colorado,,Phillips,4501
2003,Colorado,,Pitkin,14874
2003,Colorado,,Prowers,14137
2003,Colorado,,Pueblo,149014
2003,Colorado,,Rio Blanco,5998
2003,Colorado,,Rio Grande,12315
2003,Colorado,,Routt,20751
2003,Colorado,,Saguache,6668
2003,Colorado,,San Juan,568
2003,Colorado,,San Miguel,7141
2003,Colorado,,Sedgwick,2654
2003,Colorado,,Summit,25005
2003,Colorado,,Teller,21703
2003,Colorado,,Washington,4795
2003,Colorado,,Weld,211879
2003,Colorado,,Yuma,9833
2003,Connecticut,,Fairfield,899683
2003,Connecticut,,Hartford,873001
2003,Connecticut,,Litchfield,187961
2003,Connecticut,,Middlesex,161637
2003,Connecticut,,New Haven,841445
2003,Connecticut,,New London,265184
2003,Connecticut,,Tolland,145285
2003,Connecticut,,Windham,112764
2003,Delaware,,Kent,134596
2003,Delaware,,New Castle,515149
2003,Delaware,,Sussex,168421
2003,District Of Columbia,,District of Columbia,557620
2003,Florida,,Alachua,221717
2003,Florida,,Baker,23435
2003,Florida,,Bay,154888
2003,Florida,,Bradford,26969
2003,Florida,,Brevard,505756
2003,Florida,,Broward,1728916
2003,Florida,,Calhoun,12987
2003,Florida,,Charlotte,152810
2003,Florida,,Citrus,126678
2003,Florida,,Clay,156995
2003,Florida,,Collier,286125
2003,Florida,,Columbia,60281
2003,Florida,,DeSoto,33972
2003,Florida,,Dixie,13967
2003,Florida,,Duval,812321
2003,Florida,,Escambia,297035
2003,Florida,,Flagler,62696
2003,Florida,,Franklin,10090
2003,Florida,,Gadsden,45255
2003,Florida,,Gilchrist,15628
2003,Florida,,Glades,11010
2003,Florida,,Gulf,13580
2003,Florida,,Hamilton,14009
2003,Florida,,Hardee,27657
2003,Florida,,Hendry,37130
2003,Florida,,Hernando,143514
2003,Florida,,Highlands,91052
2003,Florida,,Hillsborough,1073450
2003,Florida,,Holmes,19028
2003,Florida,,Indian River,120246
2003,Florida,,Jackson,46865
2003,Florida,,Jefferson,14073
2003,Florida,,Lafayette,7338
2003,Florida,,Lake,246844
2003,Florida,,Lee,492489
2003,Florida,,Leon,242099
2003,Florida,,Levy,36358
2003,Florida,,Liberty,7320
2003,Florida,,Madison,18791
2003,Florida,,Manatee,287569
2003,Florida,,Marion,281152
2003,Florida,,Martin,134999
2003,Florida,,Miami-Dade,2336140
2003,Florida,,Monroe,79010
2003,Florida,,Nassau,61632
2003,Florida,,Okaloosa,177838
2003,Florida,,Okeechobee,37537
2003,Florida,,Orange,964073
2003,Florida,,Osceola,205993
2003,Florida,,Palm Beach,1212395
2003,Florida,,Pasco,388224
2003,Florida,,Pinellas,925997
2003,Florida,,Polk,510841
2003,Florida,,Putnam,71775
2003,Florida,,St Johns,142949
2003,Florida,,St Lucie,214031
2003,Florida,,Santa Rosa,132266
2003,Florida,,Sarasota,346891
2003,Florida,,Seminole,385395
2003,Florida,,Sumter,59290
2003,Florida,,Suwannee,36783
2003,Florida,,Taylor,19380
2003,Florida,,Union,13943
2003,Florida,,Volusia,467651
2003,Florida,,Wakulla,26072
2003,Florida,,Walton,46388
2003,Florida,,Washington,21593
2003,Georgia,,Appling,17856
2003,Georgia,,Atkinson,7969
2003,Georgia,,Bacon,10273
2003,Georgia,,Baker,4290
2003,Georgia,,Baldwin,45078
2003,Georgia,,Banks,15440
2003,Georgia,,Barrow,53420
2003,Georgia,,Bartow,85058
2003,Georgia,,Ben Hill,17167
2003,Georgia,,Berrien,16532
2003,Georgia,,Bibb,154621
2003,Georgia,,Bleckley,11928
2003,Georgia,,Brantley,15430
2003,Georgia,,Brooks,16295
2003,Georgia,,Bryan,26165
2003,Georgia,,Bulloch,58998
2003,Georgia,,Burke,22931
2003,Georgia,,Butts,22079
2003,Georgia,,Calhoun,6151
2003,Georgia,,Camden,44346
2003,Georgia,,Candler,10050
2003,Georgia,,Carroll,98757
2003,Georgia,,Catoosa,58284
2003,Georgia,,Charlton,10759
2003,Georgia,,Chatham,236144
2003,Georgia,,Chattahoochee,13248
2003,Georgia,,Chattooga,26494
2003,Georgia,,Cherokee,166947
2003,Georgia,,Clarke,103143
2003,Georgia,,Clay,3365
2003,Georgia,,Clayton,259741
2003,Georgia,,Clinch,6972
2003,Georgia,,Cobb,646200
2003,Georgia,,Coffee,39158
2003,Georgia,,Colquitt,43211
2003,Georgia,,Columbia,97227
2003,Georgia,,Cook,16097
2003,Georgia,,Coweta,101577
2003,Georgia,,Crawford,12647
2003,Georgia,,Crisp,22021
2003,Georgia,,Dade,15932
2003,Georgia,,Dawson,18548
2003,Georgia,,Decatur,28383
2003,Georgia,,DeKalb,673818
2003,Georgia,,Dodge,19472
2003,Georgia,,Dooly,11599
2003,Georgia,,Dougherty,95719
2003,Georgia,,Douglas,101905
2003,Georgia,,Early,12234
2003,Georgia,,Echols,3990
2003,Georgia,,Effingham,42786
2003,Georgia,,Elbert,20699
2003,Georgia,,Emanuel,21936
2003,Georgia,,Evans,11292
2003,Georgia,,Fannin,21228
2003,Georgia,,Fayette,98837
2003,Georgia,,Floyd,93426
2003,Georgia,,Forsyth,124213
2003,Georgia,,Franklin,21202
2003,Georgia,,Fulton,815865
2003,Georgia,,Gilmer,25995
2003,Georgia,,Glascock,2589
2003,Georgia,,Glynn,70356
2003,Georgia,,Gordon,47851
2003,Georgia,,Grady,24087
2003,Georgia,,Greene,15366
2003,Georgia,,Gwinnett,673774
2003,Georgia,,Habersham,38539
2003,Georgia,,Hall,156361
2003,Georgia,,Hancock,9980
2003,Georgia,,Haralson,27468
2003,Georgia,,Harris,25952
2003,Georgia,,Hart,23261
2003,Georgia,,Heard,11203
2003,Georgia,,Henry,150165
2003,Georgia,,Houston,120070
2003,Georgia,,Irwin,10114
2003,Georgia,,Jackson,47337
2003,Georgia,,Jasper,12632
2003,Georgia,,Jeff Davis,12827
2003,Georgia,,Jefferson,16980
2003,Georgia,,Jenkins,8711
2003,Georgia,,Johnson,9503
2003,Georgia,,Jones,25540
2003,Georgia,,Lamar,16325
2003,Georgia,,Lanier,7412
2003,Georgia,,Laurens,46491
2003,Georgia,,Lee,28837
2003,Georgia,,Liberty,59781
2003,Georgia,,Lincoln,8505
2003,Georgia,,Long,10770
2003,Georgia,,Lowndes,94460
2003,Georgia,,Lumpkin,23417
2003,Georgia,,McDuffie,21441
2003,Georgia,,McIntosh,11006
2003,Georgia,,Macon,13947
2003,Georgia,,Madison,27138
2003,Georgia,,Marion,7122
2003,Georgia,,Meriwether,22717
2003,Georgia,,Miller,6273
2003,Georgia,,Mitchell,23869
2003,Georgia,,Monroe,23307
2003,Georgia,,Montgomery,8797
2003,Georgia,,Morgan,16756
2003,Georgia,,Murray,39593
2003,Georgia,,Muscogee,182260
2003,Georgia,,Newton,76534
2003,Georgia,,Oconee,28137
2003,Georgia,,Oglethorpe,13358
2003,Georgia,,Paulding,100037
2003,Georgia,,Peach,24446
2003,Georgia,,Pickens,26964
2003,Georgia,,Pierce,16282
2003,Georgia,,Pike,15088
2003,Georgia,,Polk,39888
2003,Georgia,,Pulaski,9773
2003,Georgia,,Putnam,19495
2003,Georgia,,Quitman,2485
2003,Georgia,,Rabun,15814
2003,Georgia,,Randolph,7378
2003,Georgia,,Richmond,197137
2003,Georgia,,Rockdale,74963
2003,Georgia,,Schley,3952
2003,Georgia,,Screven,15344
2003,Georgia,,Seminole,9225
2003,Georgia,,Spalding,60497
2003,Georgia,,Stephens,25216
2003,Georgia,,Stewart,5038
2003,Georgia,,Sumter,33196
2003,Georgia,,Talbot,6550
2003,Georgia,,Taliaferro,1944
2003,Georgia,,Tattnall,22514
2003,Georgia,,Taylor,8958
2003,Georgia,,Telfair,12917
2003,Georgia,,Terrell,10987
2003,Georgia,,Thomas,43839
2003,Georgia,,Tift,39577
2003,Georgia,,Toombs,26489
2003,Georgia,,Towns,9956
2003,Georgia,,Treutlen,6986
2003,Georgia,,Troup,60428
2003,Georgia,,Turner,9512
2003,Georgia,,Twiggs,10542
2003,Georgia,,Union,19166
2003,Georgia,,Upson,27920
2003,Georgia,,Walker,62709
2003,Georgia,,Walton,69485
2003,Georgia,,Ware,35660
2003,Georgia,,Warren,6204
2003,Georgia,,Washington,21028
2003,Georgia,,Wayne,27679
2003,Georgia,,Webster,2307
2003,Georgia,,Wheeler,6619
2003,Georgia,,White,22810
2003,Georgia,,Whitfield,87810
2003,Georgia,,Wilcox,8713
2003,Georgia,,Wilkes,10687
2003,Georgia,,Wilkinson,10216
2003,Georgia,,Worth,21963
2003,Hawaii,,Hawaii,158735
2003,Hawaii,,Honolulu,893358
2003,Hawaii,,Kalawao,130
2003,Hawaii,,Kauai,60736
2003,Hawaii,,Maui,135796
2003,Idaho,,Ada,325482
2003,Idaho,,Adams,3469
2003,Idaho,,Bannock,75492
2003,Idaho,,Bear Lake,6330
2003,Idaho,,Benewah,9032
2003,Idaho,,Bingham,42905
2003,Idaho,,Blaine,20731
2003,Idaho,,Boise,7236
2003,Idaho,,Bonner,39197
2003,Idaho,,Bonneville,87237
2003,Idaho,,Boundary,10172
2003,Idaho,,Butte,2858
2003,Idaho,,Camas,1035
2003,Idaho,,Canyon,151998
2003,Idaho,,Caribou,7194
2003,Idaho,,Cassia,21537
2003,Idaho,,Clark,909
2003,Idaho,,Clearwater,8448
2003,Idaho,,Custer,4118
2003,Idaho,,Elmore,28742
2003,Idaho,,Franklin,11898
2003,Idaho,,Fremont,12175
2003,Idaho,,Gem,15783
2003,Idaho,,Gooding,14329
2003,Idaho,,Idaho,15490
2003,Idaho,,Jefferson,20225
2003,Idaho,,Jerome,18921
2003,Idaho,,Kootenai,117614
2003,Idaho,,Latah,34986
2003,Idaho,,Lemhi,7755
2003,Idaho,,Lewis,3747
2003,Idaho,,Lincoln,4302
2003,Idaho,,Madison,29725
2003,Idaho,,Minidoka,19333
2003,Idaho,,Nez Perce,37701
2003,Idaho,,Oneida,4129
2003,Idaho,,Owyhee,11102
2003,Idaho,,Payette,21476
2003,Idaho,,Power,7358
2003,Idaho,,Shoshone,12985
2003,Idaho,,Teton,7053
2003,Idaho,,Twin Falls,67055
2003,Idaho,,Valley,7762
2003,Idaho,,Washington,10008
2003,Illinois,,Adams,67405
2003,Illinois,,Alexander,9281
2003,Illinois,,Bond,17882
2003,Illinois,,Boone,46590
2003,Illinois,,Brown,6858
2003,Illinois,,Bureau,35302
2003,Illinois,,Calhoun,5121
2003,Illinois,,Carroll,16381
2003,Illinois,,Cass,13814
2003,Illinois,,Champaign,183910
2003,Illinois,,Christian,35151
2003,Illinois,,Clark,16923
2003,Illinois,,Clay,14275
2003,Illinois,,Clinton,35998
2003,Illinois,,Coles,51722
2003,Illinois,,Cook,5347614
2003,Illinois,,Crawford,20063
2003,Illinois,,Cumberland,11048
2003,Illinois,,DeKalb,93651
2003,Illinois,,De Witt,16632
2003,Illinois,,Douglas,19877
2003,Illinois,,DuPage,924193
2003,Illinois,,Edgar,19359
2003,Illinois,,Edwards,6834
2003,Illinois,,Effingham,34501
2003,Illinois,,Fayette,21576
2003,Illinois,,Ford,14150
2003,Illinois,,Franklin,39228
2003,Illinois,,Fulton,37714
2003,Illinois,,Gallatin,6221
2003,Illinois,,Greene,14673
2003,Illinois,,Grundy,39583
2003,Illinois,,Hamilton,8353
2003,Illinois,,Hancock,19523
2003,Illinois,,Hardin,4733
2003,Illinois,,Henderson,8048
2003,Illinois,,Henry,50746
2003,Illinois,,Iroquois,30766
2003,Illinois,,Jackson,58145
2003,Illinois,,Jasper,10010
2003,Illinois,,Jefferson,40293
2003,Illinois,,Jersey,22120
2003,Illinois,,Jo Daviess,22571
2003,Illinois,,Johnson,12999
2003,Illinois,,Kane,458443
2003,Illinois,,Kankakee,106266
2003,Illinois,,Kendall,67018
2003,Illinois,,Knox,54406
2003,Illinois,,Lake,682162
2003,Illinois,,La Salle,112033
2003,Illinois,,Lawrence,16054
2003,Illinois,,Lee,35609
2003,Illinois,,Livingston,39144
2003,Illinois,,Logan,30749
2003,Illinois,,McDonough,32639
2003,Illinois,,McHenry,288710
2003,Illinois,,McLean,156863
2003,Illinois,,Macon,111330
2003,Illinois,,Macoupin,49079
2003,Illinois,,Madison,263197
2003,Illinois,,Marion,40858
2003,Illinois,,Marshall,13039
2003,Illinois,,Mason,15900
2003,Illinois,,Massac,15165
2003,Illinois,,Menard,12650
2003,Illinois,,Mercer,16930
2003,Illinois,,Monroe,29728
2003,Illinois,,Montgomery,30396
2003,Illinois,,Morgan,36051
2003,Illinois,,Moultrie,14410
2003,Illinois,,Ogle,52994
2003,Illinois,,Peoria,182139
2003,Illinois,,Perry,22735
2003,Illinois,,Piatt,16405
2003,Illinois,,Pike,16996
2003,Illinois,,Pope,4326
2003,Illinois,,Pulaski,7052
2003,Illinois,,Putnam,6126
2003,Illinois,,Randolph,33288
2003,Illinois,,Richland,15914
2003,Illinois,,Rock Island,147812
2003,Illinois,,St Clair,258485
2003,Illinois,,Saline,26135
2003,Illinois,,Sangamon,191928
2003,Illinois,,Schuyler,6994
2003,Illinois,,Scott,5488
2003,Illinois,,Shelby,22509
2003,Illinois,,Stark,6199
2003,Illinois,,Stephenson,48237
2003,Illinois,,Tazewell,128359
2003,Illinois,,Union,18234
2003,Illinois,,Vermilion,82884
2003,Illinois,,Wabash,12688
2003,Illinois,,Warren,18252
2003,Illinois,,Washington,15165
2003,Illinois,,Wayne,16955
2003,Illinois,,White,15121
2003,Illinois,,Whiteside,59972
2003,Illinois,,Will,585482
2003,Illinois,,Williamson,62453
2003,Illinois,,Winnebago,284709
2003,Illinois,,Woodford,36385
2003,Indiana,,Adams,33743
2003,Indiana,,Allen,340396
2003,Indiana,,Bartholomew,72337
2003,Indiana,,Benton,9236
2003,Indiana,,Blackford,13896
2003,Indiana,,Boone,49550
2003,Indiana,,Brown,15305
2003,Indiana,,Carroll,20565
2003,Indiana,,Cass,40480
2003,Indiana,,Clark,99488
2003,Indiana,,Clay,26848
2003,Indiana,,Clinton,34043
2003,Indiana,,Crawford,11138
2003,Indiana,,Daviess,30055
2003,Indiana,,Dearborn,48020
2003,Indiana,,Decatur,24764
2003,Indiana,,DeKalb,41140
2003,Indiana,,Delaware,118431
2003,Indiana,,Dubois,40350
2003,Indiana,,Elkhart,188983
2003,Indiana,,Fayette,25026
2003,Indiana,,Floyd,71346
2003,Indiana,,Fountain,17732
2003,Indiana,,Franklin,22799
2003,Indiana,,Fulton,20529
2003,Indiana,,Gibson,33017
2003,Indiana,,Grant,72111
2003,Indiana,,Greene,33349
2003,Indiana,,Hamilton,220864
2003,Indiana,,Hancock,59617
2003,Indiana,,Harrison,35733
2003,Indiana,,Hendricks,118880
2003,Indiana,,Henry,47784
2003,Indiana,,Howard,84810
2003,Indiana,,Huntington,38273
2003,Indiana,,Jackson,41704
2003,Indiana,,Jasper,31178
2003,Indiana,,Jay,21698
2003,Indiana,,Jefferson,32037
2003,Indiana,,Jennings,28165
2003,Indiana,,Johnson,123621
2003,Indiana,,Knox,38466
2003,Indiana,,Kosciusko,75336
2003,Indiana,,LaGrange,36069
2003,Indiana,,Lake,488105
2003,Indiana,,LaPorte,109756
2003,Indiana,,Lawrence,46368
2003,Indiana,,Madison,131138
2003,Indiana,,Marion,863861
2003,Indiana,,Marshall,46308
2003,Indiana,,Martin,10389
2003,Indiana,,Miami,36183
2003,Indiana,,Monroe,120578
2003,Indiana,,Montgomery,37815
2003,Indiana,,Morgan,68826
2003,Indiana,,Newton,14448
2003,Indiana,,Noble,47008
2003,Indiana,,Ohio,5742
2003,Indiana,,Orange,19679
2003,Indiana,,Owen,22927
2003,Indiana,,Parke,17366
2003,Indiana,,Perry,18858
2003,Indiana,,Pike,12949
2003,Indiana,,Porter,152822
2003,Indiana,,Posey,26931
2003,Indiana,,Pulaski,13835
2003,Indiana,,Putnam,36680
2003,Indiana,,Randolph,26876
2003,Indiana,,Ripley,27368
2003,Indiana,,Rush,18062
2003,Indiana,,St Joseph,265935
2003,Indiana,,Scott,23578
2003,Indiana,,Shelby,43575
2003,Indiana,,Spencer,20287
2003,Indiana,,Starke,22673
2003,Indiana,,Steuben,33655
2003,Indiana,,Sullivan,21871
2003,Indiana,,Switzerland,9435
2003,Indiana,,Tippecanoe,151235
2003,Indiana,,Tipton,16507
2003,Indiana,,Union,7260
2003,Indiana,,Vanderburgh,172629
2003,Indiana,,Vermillion,16513
2003,Indiana,,Vigo,104325
2003,Indiana,,Wabash,34316
2003,Indiana,,Warren,8713
2003,Indiana,,Warrick,54701
2003,Indiana,,Washington,27677
2003,Indiana,,Wayne,70215
2003,Indiana,,Wells,27959
2003,Indiana,,White,24920
2003,Indiana,,Whitley,31802
2003,Iowa,,Adair,7976
2003,Iowa,,Adams,4389
2003,Iowa,,Allamakee,14607
2003,Iowa,,Appanoose,13611
2003,Iowa,,Audubon,6489
2003,Iowa,,Benton,26285
2003,Iowa,,Black Hawk,125936
2003,Iowa,,Boone,26250
2003,Iowa,,Bremer,23430
2003,Iowa,,Buchanan,20887
2003,Iowa,,Buena Vista,20256
2003,Iowa,,Butler,15051
2003,Iowa,,Calhoun,10689
2003,Iowa,,Carroll,21042
2003,Iowa,,Cass,14358
2003,Iowa,,Cedar,18254
2003,Iowa,,Cerro Gordo,45285
2003,Iowa,,Cherokee,12538
2003,Iowa,,Chickasaw,12698
2003,Iowa,,Clarke,9215
2003,Iowa,,Clay,16977
2003,Iowa,,Clayton,18337
2003,Iowa,,Clinton,49790
2003,Iowa,,Crawford,16897
2003,Iowa,,Dallas,46519
2003,Iowa,,Davis,8573
2003,Iowa,,Decatur,8577
2003,Iowa,,Delaware,18161
2003,Iowa,,Des Moines,41243
2003,Iowa,,Dickinson,16453
2003,Iowa,,Dubuque,90501
2003,Iowa,,Emmet,10746
2003,Iowa,,Fayette,21441
2003,Iowa,,Floyd,16574
2003,Iowa,,Franklin,10692
