Year,County_FIPS,BUYER_COUNTY,Morphine_equ,State
2007,39059,GUERNSEY,15722.215255000037,OH
2007,39061,HAMILTON,329059.9743558938,OH
2007,39063,HANCOCK,13475.995354212671,OH
2007,39065,HARDIN,8268.4794030751,OH
2007,39067,HARRISON,2692.480177725004,OH
2007,39069,HENRY,3205.7529374999967,OH
2007,39071,HIGHLAND,20549.35019985053,OH
2007,39073,HOCKING,9155.904702000089,OH
2007,39075,HOLMES,2085.346537500011,OH
2007,39077,HURON,14151.67995186264,OH
2007,39079,JACKSON,53452.69650908908,OH
2007,39081,JEFFERSON,39250.53406385101,OH
2007,39083,KNOX,17952.075329362873,OH
2007,39085,LAKE,60777.59230332787,OH
2007,39087,LAWRENCE,30642.644142463487,OH
2007,39089,LICKING,40562.93290003961,OH
2007,39091,LOGAN,13746.422866125196,OH
2007,39093,LORAIN,71298.28546050488,OH
2007,39095,LUCAS,199472.97427913515,OH
2007,39097,MADISON,12094.56063900016,OH
2007,39099,MAHONING,112743.5395153608,OH
2007,39101,MARION,14512.38037950014,OH
2007,39103,MEDINA,45249.34810595225,OH
2007,39105,MEIGS,15321.77390000005,OH
2007,39107,MERCER,5025.878338837519,OH
2007,39109,MIAMI,21611.68153700053,OH
2007,39111,MONROE,3360.5632502250064,OH
2007,39113,MONTGOMERY,172205.9685693505,OH
2007,39115,MORGAN,2041.993950000006,OH
2007,39117,MORROW,5424.929837500024,OH
2007,39119,MUSKINGUM,33640.80772043847,OH
2007,39121,NOBLE,3124.533131362509,OH
2007,39123,OTTAWA,8097.156637812611,OH
2007,39125,PAULDING,2404.7579325000047,OH
2007,39127,PERRY,11935.931126999962,OH
2007,39129,PICKAWAY,21091.367407500486,OH
2007,39131,PIKE,13481.955454950139,OH
2007,39133,PORTAGE,30109.430753339184,OH
2007,39135,PREBLE,10549.959294737668,OH
2007,39137,PUTNAM,4781.12819400002,OH
2007,39139,RICHLAND,34210.83008036381,OH
2007,39141,ROSS,43409.011004813816,OH
2007,39143,SANDUSKY,9987.714955462645,OH
2007,39145,SCIOTO,67323.67723916525,OH
2007,39147,SENECA,14549.612193150118,OH
2007,39149,SHELBY,8945.986434500108,OH
2007,39151,STARK,90915.1550481339,OH
2007,39153,SUMMIT,212377.44293962594,OH
2007,39155,TRUMBULL,124626.47338129692,OH
2007,39157,TUSCARAWAS,19816.467532725368,OH
2007,39159,UNION,14787.413903362663,OH
2007,39161,VAN WERT,5741.241235500032,OH
2007,39163,VINTON,1190.7589500000026,OH
2007,39165,WARREN,65775.97756809116,OH
2007,39167,WASHINGTON,17722.202730863046,OH
2007,39169,WAYNE,18176.603962712852,OH
2007,39171,WILLIAMS,4993.605855862541,OH
2007,39173,WOOD,30339.3347060011,OH
2007,39175,WYANDOT,2554.4550829500067,OH
2008,39001,ADAMS,15237.123843000096,OH
2008,39003,ALLEN,23316.357475725727,OH
2008,39005,ASHLAND,6750.834717000078,OH
2008,39007,ASHTABULA,35485.23205422632,OH
2008,39009,ATHENS,24566.450509537903,OH
2008,39011,AUGLAIZE,7188.925401350116,OH
2008,39013,BELMONT,41288.935271514165,OH
2008,39015,BROWN,16257.13669136274,OH
2008,39017,BUTLER,182892.39595622814,OH
2008,39019,CARROLL,3931.826377500011,OH
2008,39021,CHAMPAIGN,9809.71317600012,OH
2008,39023,CLARK,52468.821660788846,OH
2008,39025,CLERMONT,84522.69730781869,OH
2008,39027,CLINTON,24160.000956725507,OH
2008,39029,COLUMBIANA,29036.99511840166,OH
2008,39031,COSHOCTON,7157.146838362552,OH
2008,39033,CRAWFORD,13609.273378725156,OH
2008,39035,CUYAHOGA,316735.349901096,OH
2008,39037,DARKE,7258.868851500086,OH
2008,39039,DEFIANCE,7809.181972500104,OH
2008,39041,DELAWARE,51448.301628477726,OH
2008,39043,ERIE,23434.255229363178,OH
2008,39045,FAIRFIELD,51653.24410162746,OH
2008,39047,FAYETTE,13165.337420212609,OH
2008,39049,FRANKLIN,585986.0862353605,OH
2008,39051,FULTON,7763.698784625101,OH
2008,39053,GALLIA,25158.068105312836,OH
2008,39055,GEAUGA,16845.811834087934,OH
2008,39057,GREENE,43771.59363630233,OH
2008,39059,GUERNSEY,20645.786565000224,OH
2008,39061,HAMILTON,360608.0797179413,OH
2008,39063,HANCOCK,14458.486350862717,OH
2008,39065,HARDIN,8393.210601712652,OH
2008,39067,HARRISON,2608.856707500004,OH
2008,39069,HENRY,2942.901937499996,OH
2008,39071,HIGHLAND,22289.25954780056,OH
2008,39073,HOCKING,9322.360755000105,OH
2008,39075,HOLMES,2257.453316362512,OH
2008,39077,HURON,16368.201742087716,OH
2008,39079,JACKSON,30869.19319958787,OH
2008,39081,JEFFERSON,43457.31047430095,OH
2008,39083,KNOX,22778.9090835006,OH
2008,39085,LAKE,74018.77980161601,OH
2008,39087,LAWRENCE,29470.637041725808,OH
2008,39089,LICKING,46876.880494264864,OH
2008,39091,LOGAN,14885.822378400226,OH
2008,39093,LORAIN,77985.70172399338,OH
2008,39095,LUCAS,240021.95454323548,OH
2008,39097,MADISON,11921.238666000181,OH
2008,39099,MAHONING,129597.50243907479,OH
2008,39101,MARION,15875.631100500197,OH
2008,39103,MEDINA,49025.49194400235,OH
2008,39105,MEIGS,14400.358844999979,OH
2008,39107,MERCER,5551.324286212532,OH
2008,39109,MIAMI,22765.220439500627,OH
2008,39111,MONROE,2974.611978862501,OH
2008,39113,MONTGOMERY,177539.8089988905,OH
2008,39115,MORGAN,2136.820875000005,OH
2008,39117,MORROW,5873.4688588500485,OH
2008,39119,MUSKINGUM,36159.44658466393,OH
2008,39121,NOBLE,4628.725177725009,OH
2008,39123,OTTAWA,9330.244951812587,OH
2008,39125,PAULDING,2428.340397000006,OH
2008,39127,PERRY,13942.351591499984,OH
2008,39129,PICKAWAY,24283.660860862947,OH
2008,39131,PIKE,13891.912788400117,OH
2008,39133,PORTAGE,35642.35681042723,OH
2008,39135,PREBLE,12007.979662350164,OH
2008,39137,PUTNAM,5220.877546350045,OH
2008,39139,RICHLAND,42077.00462467646,OH
2008,39141,ROSS,50308.14325640112,OH
2008,39143,SANDUSKY,11515.39221071267,OH
2008,39145,SCIOTO,84470.24923061547,OH
2008,39147,SENECA,15068.807241000088,OH
2008,39149,SHELBY,9335.564164500114,OH
2008,39151,STARK,107073.24868787327,OH
2008,39153,SUMMIT,192925.21744277736,OH
2008,39155,TRUMBULL,141238.3541150355,OH
2008,39157,TUSCARAWAS,21549.630605588,OH
2008,39159,UNION,15436.310484225074,OH
2008,39161,VAN WERT,5905.61347050004,OH
2008,39163,VINTON,1394.6083875000074,OH
2008,39165,WARREN,68591.53421767883,OH
2008,39167,WASHINGTON,19548.38841508812,OH
2008,39169,WAYNE,20225.05690271293,OH
2008,39171,WILLIAMS,6330.94275836255,OH
2008,39173,WOOD,30412.72837425113,OH
2008,39175,WYANDOT,2829.5111820375027,OH
2009,39001,ADAMS,16515.38841000014,OH
2009,39003,ALLEN,24238.789564538165,OH
2009,39005,ASHLAND,7137.687069300089,OH
2009,39007,ASHTABULA,47230.40584612623,OH
2009,39009,ATHENS,26578.472344050286,OH
2009,39011,AUGLAIZE,7237.88631386262,OH
2009,39013,BELMONT,48111.82745317671,OH
2009,39015,BROWN,17903.171340000234,OH
2009,39017,BUTLER,196709.0227936292,OH
2009,39019,CARROLL,4296.670837500017,OH
2009,39021,CHAMPAIGN,10425.062352037588,OH
2009,39023,CLARK,54272.28129247687,OH
2009,39025,CLERMONT,89500.59299186902,OH
2009,39027,CLINTON,25710.798577725658,OH
2009,39029,COLUMBIANA,33402.90486453913,OH
2009,39031,COSHOCTON,7532.21660250005,OH
2009,39033,CRAWFORD,14064.32118750012,OH
2009,39035,CUYAHOGA,367957.44609663286,OH
2009,39037,DARKE,8055.049541362636,OH
2009,39039,DEFIANCE,7996.178745675116,OH
2009,39041,DELAWARE,62270.38281607816,OH
2009,39043,ERIE,30067.646066326168,OH
2009,39045,FAIRFIELD,60604.36608180263,OH
2009,39047,FAYETTE,13668.235279987646,OH
2009,39049,FRANKLIN,673269.1223851857,OH
2009,39051,FULTON,8044.222959300094,OH
2009,39053,GALLIA,26521.133607937765,OH
2009,39055,GEAUGA,18902.617125900477,OH
2009,39057,GREENE,55547.4408540775,OH
2009,39059,GUERNSEY,23134.531200000216,OH
2009,39061,HAMILTON,386012.1690811905,OH
2009,39063,HANCOCK,15349.301216362766,OH
2009,39065,HARDIN,8969.408584987592,OH
2009,39067,HARRISON,2799.673511362508,OH
2009,39069,HENRY,3265.3194750000093,OH
2009,39071,HIGHLAND,25062.458344313232,OH
2009,39073,HOCKING,10144.468095000122,OH
2009,39075,HOLMES,2585.4423000000093,OH
2009,39077,HURON,20353.376771362982,OH
2009,39079,JACKSON,31399.708926975294,OH
2009,39081,JEFFERSON,52025.98039702592,OH
2009,39083,KNOX,24702.254670000682,OH
2009,39085,LAKE,86263.50182426682,OH
2009,39087,LAWRENCE,31244.54792040041,OH
2009,39089,LICKING,51653.40976181525,OH
2009,39091,LOGAN,15562.228734975195,OH
2009,39093,LORAIN,91205.94618904463,OH
2009,39095,LUCAS,258265.8449474792,OH
2009,39097,MADISON,12586.979208862662,OH
2009,39099,MAHONING,140759.41861197437,OH
2009,39101,MARION,18134.895958687834,OH
2009,39103,MEDINA,53467.23407748972,OH
2009,39105,MEIGS,15114.724139999977,OH
2009,39107,MERCER,5882.120079075056,OH
2009,39109,MIAMI,23093.73169158798,OH
2009,39111,MONROE,3174.266628862503,OH
2009,39113,MONTGOMERY,195719.27295805485,OH
2009,39115,MORGAN,2697.838102500014,OH
2009,39117,MORROW,6851.358845887551,OH
2009,39119,MUSKINGUM,41578.44151747694,OH
2009,39121,NOBLE,5488.577175000028,OH
2009,39123,OTTAWA,11775.859316812599,OH
2009,39125,PAULDING,2441.4754875000076,OH
2009,39127,PERRY,16674.628252949944,OH
2009,39129,PICKAWAY,23985.130665000404,OH
2009,39131,PIKE,15666.307496812653,OH
2009,39133,PORTAGE,39193.364328151954,OH
2009,39135,PREBLE,14087.421731587738,OH
2009,39137,PUTNAM,5287.716116362566,OH
2009,39139,RICHLAND,47942.8224172511,OH
2009,39141,ROSS,55235.43999431353,OH
2009,39143,SANDUSKY,15385.771483612758,OH
2009,39145,SCIOTO,86232.55663725291,OH
2009,39147,SENECA,15812.597775450164,OH
2009,39149,SHELBY,9758.791200000096,OH
2009,39151,STARK,118286.4889548876,OH
2009,39153,SUMMIT,221599.13171364256,OH
2009,39155,TRUMBULL,148671.7083299368,OH
2009,39157,TUSCARAWAS,23263.30926795067,OH
2009,39159,UNION,17061.5652563627,OH
2009,39161,VAN WERT,6265.776566362557,OH
2009,39163,VINTON,1561.5816000000073,OH
2009,39165,WARREN,76647.28805467961,OH
2009,39167,WASHINGTON,21588.967601363165,OH
2009,39169,WAYNE,22921.898915437854,OH
2009,39171,WILLIAMS,5680.6333950000535,OH
2009,39173,WOOD,34282.52540565116,OH
2009,39175,WYANDOT,2913.4793104500145,OH
2010,39001,ADAMS,15652.694752725067,OH
2010,39003,ALLEN,27279.551625225944,OH
2010,39005,ASHLAND,8252.783970000099,OH
2010,39007,ASHTABULA,55671.56282111312,OH
2010,39009,ATHENS,29528.793425888063,OH
2010,39011,AUGLAIZE,8069.276824312674,OH
2010,39013,BELMONT,50429.22420498919,OH
2010,39015,BROWN,19549.41093750025,OH
2010,39017,BUTLER,240787.29063181518,OH
2010,39019,CARROLL,4073.053515000014,OH
2010,39021,CHAMPAIGN,10647.599830200163,OH
2010,39023,CLARK,53454.62198178915,OH
2010,39025,CLERMONT,99672.66533659378,OH
2010,39027,CLINTON,24887.009535450652,OH
2010,39029,COLUMBIANA,35372.40697612692,OH
2010,39031,COSHOCTON,8836.56463500005,OH
2010,39033,CRAWFORD,13676.64823500014,OH
2010,39035,CUYAHOGA,394414.7421516654,OH
2010,39037,DARKE,9112.894861125167,OH
2010,39039,DEFIANCE,8497.490881800122,OH
2010,39041,DELAWARE,69514.10794425344,OH
2010,39043,ERIE,34437.69192656374,OH
2010,39045,FAIRFIELD,61762.07274067717,OH
2010,39047,FAYETTE,13735.395112500113,OH
2010,39049,FRANKLIN,668352.4663867244,OH
2010,39051,FULTON,9037.122938400136,OH
2010,39053,GALLIA,24652.381507500344,OH
2010,39055,GEAUGA,20230.50281317549,OH
2010,39057,GREENE,55189.18585999002,OH
2010,39059,GUERNSEY,22003.70374500032,OH
2010,39061,HAMILTON,417190.80838459305,OH
2010,39063,HANCOCK,17091.866017500288,OH
2010,39065,HARDIN,9911.531505000106,OH
2010,39067,HARRISON,3389.754000000013,OH
2010,39069,HENRY,4158.439800000008,OH
2010,39071,HIGHLAND,25609.369343850813,OH
2010,39073,HOCKING,11047.822657500146,OH
2010,39075,HOLMES,2748.702825000011,OH
2010,39077,HURON,25752.252566363124,OH
2010,39079,JACKSON,33141.862498575276,OH
2010,39081,JEFFERSON,51125.827636351234,OH
2010,39083,KNOX,29066.60818500069,OH
2010,39085,LAKE,86693.67991856592,OH
2010,39087,LAWRENCE,34411.29041317548,OH
2010,39089,LICKING,51956.74872067734,OH
2010,39091,LOGAN,15564.955809750221,OH
2010,39093,LORAIN,99552.92231475744,OH
2010,39095,LUCAS,282666.2487420871,OH
2010,39097,MADISON,15133.81631636261,OH
2010,39099,MAHONING,138358.7840533237,OH
2010,39101,MARION,19434.99277837547,OH
