,Year,FIPS,County,Morphine_equ,State,Deaths,Year_Changed,Population,Deaths_PC
306,2008.0,13001.0,APPLING,4747.700521000031,GA,,,18133.0,
307,2008.0,13003.0,ATKINSON,1976.8532100000107,GA,,,8366.0,
308,2008.0,13005.0,BACON,8383.939178362572,GA,,,10987.0,
309,2008.0,13009.0,BALDWIN,15204.140306562842,GA,,,47855.0,
310,2008.0,13011.0,BANKS,4608.204394000012,GA,,,17953.0,
311,2008.0,13013.0,BARROW,25216.601943863156,GA,10.0,,67362.0,0.0001484516492978237
312,2008.0,13015.0,BARTOW,37849.969625951824,GA,14.0,,98415.0,0.0001422547375908144
313,2008.0,13017.0,BEN HILL,4798.9189950000155,GA,,,17675.0,
314,2008.0,13019.0,BERRIEN,4507.466022000033,GA,,,18863.0,
315,2008.0,13021.0,BIBB,105340.46747769494,GA,14.0,,154384.0,9.068297232873873e-05
316,2008.0,13023.0,BLECKLEY,6134.172832725029,GA,,,12985.0,
317,2008.0,13025.0,BRANTLEY,5551.104712500001,GA,,,17593.0,
318,2008.0,13027.0,BROOKS,4189.1638500000045,GA,,,16475.0,
319,2008.0,13029.0,BRYAN,9636.876420000071,GA,,,29178.0,
320,2008.0,13031.0,BULLOCH,13594.546502038034,GA,,,67092.0,
321,2008.0,13033.0,BURKE,3068.9664974999932,GA,,,23084.0,
322,2008.0,13035.0,BUTTS,11565.703656000049,GA,,,23794.0,
323,2008.0,13037.0,CALHOUN,365.53745834999916,GA,,,6456.0,
324,2008.0,13039.0,CAMDEN,21628.256487950282,GA,,,49713.0,
325,2008.0,13043.0,CANDLER,2798.772450000008,GA,,,10691.0,
326,2008.0,13045.0,CARROLL,59909.25010735238,GA,24.0,,110242.0,0.000217702871863718
327,2008.0,13047.0,CATOOSA,26866.476354813127,GA,11.0,,63271.0,0.00017385532076306682
328,2008.0,13049.0,CHARLTON,1923.450907237505,GA,,,12604.0,
329,2008.0,13051.0,CHATHAM,62655.34160170749,GA,17.0,,255269.0,6.659641397897904e-05
330,2008.0,13055.0,CHATTOOGA,10390.218547587636,GA,,,26146.0,
331,2008.0,13057.0,CHEROKEE,57124.91603970348,GA,16.0,,208271.0,7.682298543724282e-05
332,2008.0,13059.0,CLARKE,56575.81451618918,GA,,,115768.0,
333,2008.0,13061.0,CLAY,753.0275775000008,GA,,,3233.0,
334,2008.0,13063.0,CLAYTON,47524.096229565774,GA,13.0,,262099.0,4.959957878511555e-05
335,2008.0,13065.0,CLINCH,3073.6119338625012,GA,,,6941.0,
336,2008.0,13067.0,COBB,178359.76641771727,GA,60.0,,679822.0,8.825839705099276e-05
337,2008.0,13069.0,COFFEE,19587.647500000563,GA,,,41813.0,
338,2008.0,13071.0,COLQUITT,8022.176891625175,GA,,,44872.0,
339,2008.0,13073.0,COLUMBIA,30271.488338676587,GA,,,117504.0,
340,2008.0,13075.0,COOK,3705.4777875000104,GA,,,17067.0,
341,2008.0,13077.0,COWETA,29889.180738039155,GA,10.0,,122281.0,8.17788536240299e-05
342,2008.0,13079.0,CRAWFORD,1191.9975,GA,,,12967.0,
343,2008.0,13081.0,CRISP,5917.923433725057,GA,,,23243.0,
344,2008.0,13083.0,DADE,6268.744413000059,GA,,,16651.0,
345,2008.0,13085.0,DAWSON,11166.249527200125,GA,,,21951.0,
346,2008.0,13087.0,DECATUR,7571.1509380000525,GA,,,28010.0,
347,2008.0,13089.0,DEKALB,85291.17013793482,GA,33.0,,685646.0,4.8129792925212136e-05
348,2008.0,13091.0,DODGE,10191.84383250014,GA,,,21399.0,
349,2008.0,13093.0,DOOLY,625.0068674999992,GA,,,14191.0,
350,2008.0,13095.0,DOUGHERTY,18057.37761322609,GA,,,94363.0,
