GISJOIN,YEAR,AREANAME,STATE,STATEA,COUNTY,COUNTYA,DATAFLAG,NOTECODE,AGWD001
"G0500310","1992","Craighead, AR","Arkansas","050","Craighead","0310","0","0",71422
"G0500330","1992","Crawford, AR","Arkansas","050","Crawford","0330","0","0",44549
"G0500350","1992","Crittenden, AR","Arkansas","050","Crittenden","0350","0","0",49641
"G0500370","1992","Cross, AR","Arkansas","050","Cross","0370","0","0",19257
"G0500390","1992","Dallas, AR","Arkansas","050","Dallas","0390","0","0",9634
"G0500410","1992","Desha, AR","Arkansas","050","Desha","0410","0","0",16413
"G0500430","1992","Drew, AR","Arkansas","050","Drew","0430","0","0",17469
"G0500450","1992","Faulkner, AR","Arkansas","050","Faulkner","0450","0","0",65037
"G0500470","1992","Franklin, AR","Arkansas","050","Franklin","0470","0","0",15441
"G0500490","1992","Fulton, AR","Arkansas","050","Fulton","0490","0","0",10113
"G0500510","1992","Garland, AR","Arkansas","050","Garland","0510","0","0",76553
"G0500530","1992","Grant, AR","Arkansas","050","Grant","0530","0","0",14482
"G0500550","1992","Greene, AR","Arkansas","050","Greene","0550","0","0",32877
"G0500570","1992","Hempstead, AR","Arkansas","050","Hempstead","0570","0","0",22287
"G0500590","1992","Hot Spring, AR","Arkansas","050","Hot Spring","0590","0","0",26652
"G0500610","1992","Howard, AR","Arkansas","050","Howard","0610","0","0",13833
"G0500630","1992","Independence, AR","Arkansas","050","Independence","0630","0","0",31751
"G0500650","1992","Izard, AR","Arkansas","050","Izard","0650","0","0",11828
"G0500670","1992","Jackson, AR","Arkansas","050","Jackson","0670","0","0",18884
"G0500690","1992","Jefferson, AR","Arkansas","050","Jefferson","0690","0","0",85817
"G0500710","1992","Johnson, AR","Arkansas","050","Johnson","0710","0","0",18989
"G0500730","1992","Lafayette, AR","Arkansas","050","Lafayette","0730","0","0",9327
"G0500750","1992","Lawrence, AR","Arkansas","050","Lawrence","0750","0","0",17501
"G0500770","1992","Lee, AR","Arkansas","050","Lee","0770","0","0",12804
"G0500790","1992","Lincoln, AR","Arkansas","050","Lincoln","0790","0","0",13916
"G0500810","1992","Little River, AR","Arkansas","050","Little River","0810","0","0",13798
"G0500830","1992","Logan, AR","Arkansas","050","Logan","0830","0","0",20956
"G0500850","1992","Lonoke, AR","Arkansas","050","Lonoke","0850","0","0",40900
"G0500870","1992","Madison, AR","Arkansas","050","Madison","0870","0","0",12462
"G0500890","1992","Marion, AR","Arkansas","050","Marion","0890","0","0",12683
"G0500910","1992","Miller, AR","Arkansas","050","Miller","0910","0","0",38759
"G0500930","1992","Mississippi, AR","Arkansas","050","Mississippi","0930","0","0",55493
"G0500950","1992","Monroe, AR","Arkansas","050","Monroe","0950","0","0",11036
"G0500970","1992","Montgomery, AR","Arkansas","050","Montgomery","0970","0","0",8038
"G0500990","1992","Nevada, AR","Arkansas","050","Nevada","0990","0","0",9999
"G0501010","1992","Newton, AR","Arkansas","050","Newton","1010","0","0",7711
"G0501030","1992","Ouachita, AR","Arkansas","050","Ouachita","1030","0","0",29913
"G0501050","1992","Perry, AR","Arkansas","050","Perry","1050","0","0",8385
"G0501070","1992","Phillips, AR","Arkansas","050","Phillips","1070","0","0",28067
"G0501090","1992","Pike, AR","Arkansas","050","Pike","1090","0","0",10145
"G0501110","1992","Poinsett, AR","Arkansas","050","Poinsett","1110","0","0",24572
"G0501130","1992","Polk, AR","Arkansas","050","Polk","1130","0","0",17772
"G0501150","1992","Pope, AR","Arkansas","050","Pope","1150","0","0",48350
"G0501170","1992","Prairie, AR","Arkansas","050","Prairie","1170","0","0",9327
"G0501190","1992","Pulaski, AR","Arkansas","050","Pulaski","1190","0","0",355758
"G0501210","1992","Randolph, AR","Arkansas","050","Randolph","1210","0","0",16989
"G0501230","1992","St. Francis, AR","Arkansas","050","St Francis","1230","0","0",28521
"G0501250","1992","Saline, AR","Arkansas","050","Saline","1250","0","0",67749
"G0501270","1992","Scott, AR","Arkansas","050","Scott","1270","0","0",10458
"G0501290","1992","Searcy, AR","Arkansas","050","Searcy","1290","0","0",7667
"G0501310","1992","Sebastian, AR","Arkansas","050","Sebastian","1310","0","0",103153
"G0501330","1992","Sevier, AR","Arkansas","050","Sevier","1330","0","0",14565
"G0501350","1992","Sharp, AR","Arkansas","050","Sharp","1350","0","0",14963
"G0501370","1992","Stone, AR","Arkansas","050","Stone","1370","0","0",10180
"G0501390","1992","Union, AR","Arkansas","050","Union","1390","0","0",46776
"G0501410","1992","Van Buren, AR","Arkansas","050","Van Buren","1410","0","0",14306
"G0501430","1992","Washington, AR","Arkansas","050","Washington","1430","0","0",122506
"G0501450","1992","White, AR","Arkansas","050","White","1450","0","0",57127
"G0501470","1992","Woodruff, AR","Arkansas","050","Woodruff","1470","0","0",9230
"G0501490","1992","Yell, AR","Arkansas","050","Yell","1490","0","0",18495
"G0600010","1992","Alameda, CA","California","060","Alameda","0010","0","0",1332208
"G0600030","1992","Alpine, CA","California","060","Alpine","0030","0","0",1154
"G0600050","1992","Amador, CA","California","060","Amador","0050","0","0",32289
"G0600070","1992","Butte, CA","California","060","Butte","0070","0","0",190409
"G0600090","1992","Calaveras, CA","California","060","Calaveras","0090","0","0",35233
"G0600110","1992","Colusa, CA","California","060","Colusa","0110","0","0",16834
"G0600130","1992","Contra Costa, CA","California","060","Contra Costa","0130","0","0",839768
"G0600150","1992","Del Norte, CA","California","060","Del Norte","0150","0","0",27306
"G0600170","1992","El Dorado, CA","California","060","El Dorado","0170","0","0",136014
"G0600190","1992","Fresno, CA","California","060","Fresno","0190","0","0",710263
"G0600210","1992","Glenn, CA","California","060","Glenn","0210","0","0",25510
"G0600230","1992","Humboldt, CA","California","060","Humboldt","0230","0","0",123032
"G0600250","1992","Imperial, CA","California","060","Imperial","0250","0","0",123823
"G0600270","1992","Inyo, CA","California","060","Inyo","0270","0","0",18372
"G0600290","1992","Kern, CA","California","060","Kern","0290","0","0",589897
"G0600310","1992","Kings, CA","California","060","Kings","0310","0","0",107414
"G0600330","1992","Lake, CA","California","060","Lake","0330","0","0",54358
"G0600350","1992","Lassen, CA","California","060","Lassen","0350","0","0",28603
"G0600370","1992","Los Angeles, CA","California","060","Los Angeles","0370","0","0",9055424
"G0600390","1992","Madera, CA","California","060","Madera","0390","0","0",99536
"G0600410","1992","Marin, CA","California","060","Marin","0410","0","0",235820
"G0600430","1992","Mariposa, CA","California","060","Mariposa","0430","0","0",15565
"G0600450","1992","Mendocino, CA","California","060","Mendocino","0450","0","0",81978
"G0600470","1992","Merced, CA","California","060","Merced","0470","0","0",189489
"G0600490","1992","Modoc, CA","California","060","Modoc","0490","0","0",9859
"G0600510","1992","Mono, CA","California","060","Mono","0510","0","0",10372
"G0600530","1992","Monterey, CA","California","060","Monterey","0530","0","0",371860
"G0600550","1992","Napa, CA","California","060","Napa","0550","0","0",114322
"G0600570","1992","Nevada, CA","California","060","Nevada","0570","0","0",82920
"G0600590","1992","Orange, CA","California","060","Orange","0590","0","0",2497014
"G0600610","1992","Placer, CA","California","060","Placer","0610","0","0",187268
"G0600630","1992","Plumas, CA","California","060","Plumas","0630","0","0",20736
"G0600650","1992","Riverside, CA","California","060","Riverside","0650","0","0",1286364
"G0600670","1992","Sacramento, CA","California","060","Sacramento","0670","0","0",1121523
"G0600690","1992","San Benito, CA","California","060","San Benito","0690","0","0",38321
"G0600710","1992","San Bernardino, CA","California","060","San Bernardino","0710","0","0",1534977
"G0600730","1992","San Diego, CA","California","060","San Diego","0730","0","0",2593126
"G0600750","1992","San Francisco, CA","California","060","San Francisco","0750","0","0",734861
"G0600770","1992","San Joaquin, CA","California","060","San Joaquin","0770","0","0",500278
"G0600790","1992","San Luis Obispo, CA","California","060","San Luis Obispo","0790","0","0",221848
"G0600810","1992","San Mateo, CA","California","060","San Mateo","0810","0","0",662931
"G0600830","1992","Santa Barbara, CA","California","060","Santa Barbara","0830","0","0",378003
"G0600850","1992","Santa Clara, CA","California","060","Santa Clara","0850","0","0",1531886
"G0600870","1992","Santa Cruz, CA","California","060","Santa Cruz","0870","0","0",232912
"G0600890","1992","Shasta, CA","California","060","Shasta","0890","0","0",156800
"G0600910","1992","Sierra, CA","California","060","Sierra","0910","0","0",3322
"G0600930","1992","Siskiyou, CA","California","060","Siskiyou","0930","0","0",44298
"G0600950","1992","Solano, CA","California","060","Solano","0950","0","0",359919
"G0600970","1992","Sonoma, CA","California","060","Sonoma","0970","0","0",405151
"G0600990","1992","Stanislaus, CA","California","060","Stanislaus","0990","0","0",394725
"G0601010","1992","Sutter, CA","California","060","Sutter","1010","0","0",69118
"G0601030","1992","Tehama, CA","California","060","Tehama","1030","0","0",52189
"G0601050","1992","Trinity, CA","California","060","Trinity","1050","0","0",13216
"G0601070","1992","Tulare, CA","California","060","Tulare","1070","0","0",331956
"G0601090","1992","Tuolumne, CA","California","060","Tuolumne","1090","0","0",50806
"G0601110","1992","Ventura, CA","California","060","Ventura","1110","0","0",684143
"G0601130","1992","Yolo, CA","California","060","Yolo","1130","0","0",146568
"G0601150","1992","Yuba, CA","California","060","Yuba","1150","0","0",60768
"G0800010","1992","Adams, CO","Colorado","080","Adams","0010","0","0",284362
"G0800030","1992","Alamosa, CO","Colorado","080","Alamosa","0030","0","0",13790
"G0800050","1992","Arapahoe, CO","Colorado","080","Arapahoe","0050","0","0",420063
"G0800070","1992","Archuleta, CO","Colorado","080","Archuleta","0070","0","0",5725
"G0800090","1992","Baca, CO","Colorado","080","Baca","0090","0","0",4489
"G0800110","1992","Bent, CO","Colorado","080","Bent","0110","0","0",4988
"G0800130","1992","Boulder, CO","Colorado","080","Boulder","0130","0","0",240430
"G0800150","1992","Chaffee, CO","Colorado","080","Chaffee","0150","0","0",13036
"G0800170","1992","Cheyenne, CO","Colorado","080","Cheyenne","0170","0","0",2450
"G0800190","1992","Clear Creek, CO","Colorado","080","Clear Creek","0190","0","0",8038
"G0800210","1992","Conejos, CO","Colorado","080","Conejos","0210","0","0",7506
"G0800230","1992","Costilla, CO","Colorado","080","Costilla","0230","0","0",3202
"G0800250","1992","Crowley, CO","Colorado","080","Crowley","0250","0","0",4153
"G0800270","1992","Custer, CO","Colorado","080","Custer","0270","0","0",2098
"G0800290","1992","Delta, CO","Colorado","080","Delta","0290","0","0",22284
"G0800310","1992","Denver, CO","Colorado","080","Denver","0310","0","0",495279
"G0800330","1992","Dolores, CO","Colorado","080","Dolores","0330","0","0",1383
"G0800350","1992","Douglas, CO","Colorado","080","Douglas","0350","0","0",73707
"G0800370","1992","Eagle, CO","Colorado","080","Eagle","0370","0","0",25516
"G0800390","1992","Elbert, CO","Colorado","080","Elbert","0390","0","0",10743
"G0800410","1992","El Paso, CO","Colorado","080","El Paso","0410","0","0",422062
"G0800430","1992","Fremont, CO","Colorado","080","Fremont","0430","0","0",33130
"G0800450","1992","Garfield, CO","Colorado","080","Garfield","0450","0","0",31520
"G0800470","1992","Gilpin, CO","Colorado","080","Gilpin","0470","0","0",3179
"G0800490","1992","Grand, CO","Colorado","080","Grand","0490","0","0",8650
"G0800510","1992","Gunnison, CO","Colorado","080","Gunnison","0510","0","0",11208
"G0800530","1992","Hinsdale, CO","Colorado","080","Hinsdale","0530","0","0",510
"G0800550","1992","Huerfano, CO","Colorado","080","Huerfano","0550","0","0",6125
"G0800570","1992","Jackson, CO","Colorado","080","Jackson","0570","0","0",1651
"G0800590","1992","Jefferson, CO","Colorado","080","Jefferson","0590","0","0",457595
"G0800610","1992","Kiowa, CO","Colorado","080","Kiowa","0610","0","0",1630
"G0800630","1992","Kit Carson, CO","Colorado","080","Kit Carson","0630","0","0",7352
"G0800650","1992","Lake, CO","Colorado","080","Lake","0650","0","0",6398
"G0800670","1992","La Plata, CO","Colorado","080","La Plata","0670","0","0",34966
"G0800690","1992","Larimer, CO","Colorado","080","Larimer","0690","0","0",200212
"G0800710","1992","Las Animas, CO","Colorado","080","Las Animas","0710","0","0",13698
"G0800730","1992","Lincoln, CO","Colorado","080","Lincoln","0730","0","0",5616
"G0800750","1992","Logan, CO","Colorado","080","Logan","0750","0","0",17792
"G0800770","1992","Mesa, CO","Colorado","080","Mesa","0770","0","0",97977
"G0800790","1992","Mineral, CO","Colorado","080","Mineral","0790","0","0",588
"G0800810","1992","Moffat, CO","Colorado","080","Moffat","0810","0","0",11656
"G0800830","1992","Montezuma, CO","Colorado","080","Montezuma","0830","0","0",19728
"G0800850","1992","Montrose, CO","Colorado","080","Montrose","0850","0","0",25847
"G0800870","1992","Morgan, CO","Colorado","080","Morgan","0870","0","0",23204
"G0800890","1992","Otero, CO","Colorado","080","Otero","0890","0","0",20053
"G0800910","1992","Ouray, CO","Colorado","080","Ouray","0910","0","0",2508
"G0800930","1992","Park, CO","Colorado","080","Park","0930","0","0",7979
"G0800950","1992","Phillips, CO","Colorado","080","Phillips","0950","0","0",4205
"G0800970","1992","Pitkin, CO","Colorado","080","Pitkin","0970","0","0",13230
"G0800990","1992","Prowers, CO","Colorado","080","Prowers","0990","0","0",13316
"G0801010","1992","Pueblo, CO","Colorado","080","Pueblo","1010","0","0",124387
"G0801030","1992","Rio Blanco, CO","Colorado","080","Rio Blanco","1030","0","0",6176
"G0801050","1992","Rio Grande, CO","Colorado","080","Rio Grande","1050","0","0",10831
"G0801070","1992","Routt, CO","Colorado","080","Routt","1070","0","0",15314
"G0801090","1992","Saguache, CO","Colorado","080","Saguache","1090","0","0",4693
"G0801110","1992","San Juan, CO","Colorado","080","San Juan","1110","0","0",588
"G0801130","1992","San Miguel, CO","Colorado","080","San Miguel","1130","0","0",4440
"G0801150","1992","Sedgwick, CO","Colorado","080","Sedgwick","1150","0","0",2674
"G0801170","1992","Summit, CO","Colorado","080","Summit","1170","0","0",15025
"G0801190","1992","Teller, CO","Colorado","080","Teller","1190","0","0",13624
"G0801210","1992","Washington, CO","Colorado","080","Washington","1210","0","0",4728
"G0801230","1992","Weld, CO","Colorado","080","Weld","1230","0","0",137560
"G0801250","1992","Yuma, CO","Colorado","080","Yuma","1250","0","0",9072
"G0900010","1992","Fairfield, CT","Connecticut","090","Fairfield","0010","0","0",834372
"G0900030","1992","Hartford, CT","Connecticut","090","Hartford","0030","0","0",851504
"G0900050","1992","Litchfield, CT","Connecticut","090","Litchfield","0050","0","0",176261
"G0900070","1992","Middlesex, CT","Connecticut","090","Middlesex","0070","0","0",144486
"G0900090","1992","New Haven, CT","Connecticut","090","New Haven","0090","0","0",808659
"G0900110","1992","New London, CT","Connecticut","090","New London","0110","0","0",252306
"G0900130","1992","Tolland, CT","Connecticut","090","Tolland","0130","0","0",129093
"G0900150","1992","Windham, CT","Connecticut","090","Windham","0150","0","0",104031
"G1000010","1992","Kent, DE","Delaware","100","Kent","0010","0","0",115682
"G1000030","1992","New Castle, DE","Delaware","100","New Castle","0030","0","0",457210
"G1000050","1992","Sussex, DE","Delaware","100","Sussex","0050","0","0",122033
"G1100010","1992","District of Columbia","District Of Columbia","110","District of Columbia","0010","0","0",597565
"G1200010","1992","Alachua, FL","Florida","120","Alachua","0010","0","0",193494
"G1200030","1992","Baker, FL","Florida","120","Baker","0030","0","0",19567
"G1200050","1992","Bay, FL","Florida","120","Bay","0050","0","0",133432
"G1200070","1992","Bradford, FL","Florida","120","Bradford","0070","0","0",23599
"G1200090","1992","Brevard, FL","Florida","120","Brevard","0090","0","0",425584
"G1200110","1992","Broward, FL","Florida","120","Broward","0110","0","0",1325375
"G1200130","1992","Calhoun, FL","Florida","120","Calhoun","0130","0","0",11380
"G1200150","1992","Charlotte, FL","Florida","120","Charlotte","0150","0","0",120861
"G1200170","1992","Citrus, FL","Florida","120","Citrus","0170","0","0",100210
"G1200190","1992","Clay, FL","Florida","120","Clay","0190","0","0",113267
"G1200210","1992","Collier, FL","Florida","120","Collier","0210","0","0",172077
"G1200230","1992","Columbia, FL","Florida","120","Columbia","0230","0","0",44654
"G1200270","1992","DeSoto, FL","Florida","120","Desoto","0270","0","0",25773
"G1200290","1992","Dixie, FL","Florida","120","Dixie","0290","0","0",11397
"G1200310","1992","Duval, FL","Florida","120","Duval","0310","0","0",707797
"G1200330","1992","Escambia, FL","Florida","120","Escambia","0330","0","0",272468
"G1200350","1992","Flagler, FL","Florida","120","Flagler","0350","0","0",33510
"G1200370","1992","Franklin, FL","Florida","120","Franklin","0370","0","0",9537
"G1200390","1992","Gadsden, FL","Florida","120","Gadsden","0390","0","0",42360
"G1200410","1992","Gilchrist, FL","Florida","120","Gilchrist","0410","0","0",10486
"G1200430","1992","Glades, FL","Florida","120","Glades","0430","0","0",7782
"G1200450","1992","Gulf, FL","Florida","120","Gulf","0450","0","0",11397
"G1200470","1992","Hamilton, FL","Florida","120","Hamilton","0470","0","0",11293
